ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp.x,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,SpfKoC4M1,SpfKoC4M2,SpfKoC4M5,SpfKoC5M1,SpfKoC5M3,SpfKoC5M4,AvgWT,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_101089,chr10,114238797,-371,1,NM_146241,Trhde,114238426,113835877,-,276902,NM_173391,Tph2,114622078,114515699,-,Y,N,N,N,-460,CpG_End,CpG: 150,chr10,114237496,114239257,64.3,0.82,1.54,1.27,2.09,3.17,1.98,1.03,6.53,10.81,7.54,7.29,9.82,10.7,1.846666667,8.781666667,6.935,7.97E-06,5.098629418,0,0
SmaI_mm9_10110,chr1,180335753,-259,1,NM_026626,Efcab2,180336012,180413380,+,-77322,NM_016805,Hnrnpu,180267915,180258431,-,N,N,N,N,-38,CpG_Start,CpG: 88,chr1,180335791,180336802,65.1,0.82,0,0,0,0,0,0.42,NA,0,0,0,0,0,0.07,0,-0.07,0.389283142,0.409734403,1,0
SmaI_mm9_101107,chr10,114752483,164,1,NM_024454,Rab21,114752647,114726918,-,25313,NM_133683,Tmem19,114799318,114777796,-,Y,GC_rich,Low_complexity,Low_complexity,272,CpG_Start,CpG: 52,chr10,114752211,114752763,57.5,1.15,0,0,0,0,0.32,0,0.47,0.2,0.22,0.32,0.09,0.54,0.053333333,0.306666667,0.253333334,0.016445168,1.783961686,0,1
SmaI_mm9_101108,chr10,114752752,-105,1,NM_024454,Rab21,114752647,114726918,-,25044,NM_133683,Tmem19,114799318,114777796,-,Y,N,N,N,-11,CpG_End,CpG: 52,chr10,114752211,114752763,57.5,1.15,0,0,0,0,0,0,1.05,0.62,0.62,0.43,0.45,0.46,0,0.605,0.605,8.58E-05,4.066360887,0,0
SmaI_mm9_10111,chr1,180336212,200,1,NM_026626,Efcab2,180336012,180413380,+,-77168,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,421,CpG_Start,CpG: 88,chr1,180335791,180336802,65.1,0.82,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0.113333333,0.113333333,0.340893132,0.467381748,0,1
SmaI_mm9_101113,chr10,114799193,125,1,NM_133683,Tmem19,114799318,114777796,-,7829,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,72,CpG_Start,CpG: 44,chr10,114799121,114799649,57.1,1.02,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.033333333,0.033333333,0.340893132,0.467381748,0,1
SmaI_mm9_101114,chr10,114799461,-143,1,NM_133683,Tmem19,114799318,114777796,-,7561,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,-188,CpG_End,CpG: 44,chr10,114799121,114799649,57.1,1.02,0,0,0,0,0,0,0.4,0.42,0.4,0,0,0.2,0,0.236666667,0.236666667,0.015938353,1.797556559,0,0
SmaI_mm9_101117,chr10,114821338,153,1,NM_025780,Thap2,114821491,114807022,-,-14316,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,30,CpG_Start,CpG: 156,chr10,114821308,114823017,64.1,0.89,0.16,0,0,0.19,0.25,0,0.45,0.52,0.48,1.05,0.88,0.46,0.1,0.64,0.54,0.000859749,3.065628321,0,1
SmaI_mm9_101118,chr10,114821634,-143,1,NM_025780,Thap2,114821491,114807022,-,-14612,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,326,CpG_Start,CpG: 156,chr10,114821308,114823017,64.1,0.89,0.15,0.16,0,0,0,0,0.29,0.36,0,0.33,0,0,0.051666667,0.163333333,0.111666666,0.195749542,0.708299245,0,0
SmaI_mm9_101126,chr10,114948905,75931,0,NM_010195,Lgr5,115024836,114887370,-,-61535,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,-75550,CpG_Start,CpG: 44,chr10,115024455,115024965,67.3,0.76,89.69,84.55,88.84,88.36,88.98,88.44,93.75,92.19,93.17,91.78,91.97,91.97,88.14333333,92.47166667,4.32833334,0.000334479,3.475631144,0,1
SmaI_mm9_101127,chr10,114949334,75502,0,NM_010195,Lgr5,115024836,114887370,-,-61964,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,-75121,CpG_Start,CpG: 44,chr10,115024455,115024965,67.3,0.76,67.33,62.21,63.73,71.28,78.1,65.74,78.08,70.5,68.12,65.84,70.47,72.44,68.065,70.90833333,2.84333333,0.354821117,0.449990541,0,1
SmaI_mm9_101136,chr10,115025034,-198,1,NM_010195,Lgr5,115024836,114887370,-,-137664,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,69,CpG_End,CpG: 44,chr10,115024455,115024965,67.3,0.76,0.32,0.3,1.19,0.66,0.45,0.58,1.54,2.31,2.05,1.93,2.32,2.87,0.583333333,2.17,1.586666667,3.73E-05,4.428782793,1,0
SmaI_mm9_101137,chr10,115025278,-442,1,NM_010195,Lgr5,115024836,114887370,-,-137908,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,313,CpG_End,CpG: 44,chr10,115024455,115024965,67.3,0.76,0.31,0.3,0.4,0.98,0.88,0.89,1.68,1.18,0.94,1.82,1.85,1.78,0.626666667,1.541666667,0.915,0.001200655,2.920581766,1,0
SmaI_mm9_101195,chr10,116018163,404,1,NM_001037848,Cnot2,116018567,115946847,-,-71316,NM_001037848,Cnot2,116018567,115946847,-,N,GC_rich,Low_complexity,Low_complexity,-61,CpG_Start,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0,0,0,0,0,0.14,0.14,0.55,0.18,0,0.31,0,0.22,0.22,0.01749531,1.757078358,1,1
SmaI_mm9_101196,chr10,116018397,170,1,NM_001037848,Cnot2,116018567,115946847,-,-71550,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,173,CpG_Start,CpG: 120,chr10,116018224,116019225,68.3,1.04,0.18,0,0,0,0,0,0.63,0.46,0.42,0.32,0.09,0.44,0.03,0.393333333,0.363333333,0.000990706,3.004055207,0,1
SmaI_mm9_101197,chr10,116018754,-187,1,NM_001037848,Cnot2,116018567,115946847,-,-71907,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,-471,CpG_End,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0,0.07,0.06,0,0,0.19,0.35,0.51,0.43,0.26,0.06,0.021666667,0.3,0.278333333,0.002259684,2.645952289,0,0
SmaI_mm9_101198,chr10,116019048,-481,1,NM_001037848,Cnot2,116018567,115946847,-,-72201,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,-177,CpG_End,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0,0,0,0,0,0,0.07,0.09,0.25,0,0,0,0.068333333,0.068333333,0.116621718,0.933220565,0,0
SmaI_mm9_10121,chr1,180457924,-1332,0,NM_001161665,Kif26b,180459256,180862987,+,44544,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,505,CpG_Start,CpG: 270,chr1,180457419,180461026,62.6,0.76,0.24,0,0,0.24,0,0.19,0.26,0.54,0.74,0.46,0.42,0.18,0.111666667,0.433333333,0.321666666,0.007397083,2.130939508,0,0
SmaI_mm9_10122,chr1,180458182,-1074,0,NM_001161665,Kif26b,180459256,180862987,+,44802,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,763,CpG_Start,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.53,0,0.25,0,0,0.35,0.27,0.31,0.19,0.17,0.18,0.13,0.245,0.115,0.25391128,0.595318005,0,0
SmaI_mm9_101222,chr10,116387544,-108,1,NM_001003950,Rab3ip,116387436,116342840,-,-18617,NR_027846,D630029K05Rik,116403330,116406161,+,Y,GC_rich,Low_complexity,Low_complexity,-111,CpG_End,CpG: 112,chr10,116386795,116387655,67.6,1.14,0.21,0,0,0,0,0.27,0,0,0,0,0,0,0.08,0,-0.08,0.149133846,0.826423782,0,0
SmaI_mm9_101223,chr10,116387845,-409,1,NM_001003950,Rab3ip,116387436,116342840,-,-18316,NR_027846,D630029K05Rik,116403330,116406161,+,N,G-rich,Low_complexity,Low_complexity,190,CpG_End,CpG: 112,chr10,116386795,116387655,67.6,1.14,0,0,0,0,0,0.28,0,0,0,0.32,0,0.29,0.046666667,0.101666667,0.055,0.505022516,0.296689259,1,0
SmaI_mm9_10125,chr1,180460669,1413,0,NM_001161665,Kif26b,180459256,180862987,+,47289,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,-357,CpG_End,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.21,0,0.24,0,0,0.64,0.84,0.32,0.52,0.57,0.41,0.075,0.55,0.475,0.00031058,3.507826514,0,1
SmaI_mm9_10126,chr1,180460915,1659,0,NM_001161665,Kif26b,180459256,180862987,+,47535,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,-111,CpG_End,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.2,0,0.23,0,0,0,0.44,0.2,0.19,0.26,0.47,0.071666667,0.26,0.188333333,0.050153949,1.299694866,0,1
SmaI_mm9_101270,chr10,116827650,-13621,0,NM_001013391,Cpsf6,116814029,116781724,-,-45926,NM_001013391,Cpsf6,116814029,116781724,-,N,N,N,N,13418,CpG_End,CpG: 156,chr10,116812877,116814232,65.6,1.07,15.35,15.97,17.58,27.84,18.37,15.46,40.88,36.59,34.87,26.89,37.08,46.4,18.42833333,37.11833333,18.69,0.000201559,3.695597805,0,0
SmaI_mm9_101271,chr10,116827878,-13849,0,NM_001013391,Cpsf6,116814029,116781724,-,-46154,NM_001013391,Cpsf6,116814029,116781724,-,N,B1_Mus1,SINE,Alu,13646,CpG_End,CpG: 156,chr10,116812877,116814232,65.6,1.07,20.4,23.05,28.27,33,28.77,22.06,52.43,46.51,36.81,35.19,50.13,60.21,25.925,46.88,20.955,0.000736805,3.132647436,0,0
SmaI_mm9_101290,chr10,117066314,-242,1,NM_027468,Cpm,117066556,117124408,+,-58094,NM_027468,Cpm,117066556,117124408,+,Y,N,N,N,41,CpG_Start,CpG: 76,chr10,117066273,117067046,68.1,0.85,0,0.66,NA,0,NA,0,0,0.62,0.53,0,1.1,0.43,0.165,0.446666667,0.281666667,0.290631978,0.536656602,0,0
SmaI_mm9_101291,chr10,117066503,-53,1,NM_027468,Cpm,117066556,117124408,+,-57905,NM_027468,Cpm,117066556,117124408,+,Y,N,N,N,230,CpG_Start,CpG: 76,chr10,117066273,117067046,68.1,0.85,0,0.68,NA,0,NA,0.78,0.34,0,0,0.43,0.18,0.22,0.365,0.195,-0.17,0.396374078,0.401894755,0,0
SmaI_mm9_101312,chr10,117282474,556,0,NM_024457,Rap1b,117283030,117251653,-,-30821,NM_024457,Rap1b,117283030,117251653,-,N,N,N,N,-385,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,0,0.2,0,0.37,0.14,0,0.14,0.27,0.033333333,0.153333333,0.12,0.110909073,0.955032925,1,1
SmaI_mm9_101313,chr10,117282760,270,1,NM_024457,Rap1b,117283030,117251653,-,-31107,NM_024457,Rap1b,117283030,117251653,-,N,GC_rich,Low_complexity,Low_complexity,-99,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,0,0.11,0.32,0.37,0,0.23,0.11,0.3,0.018333333,0.221666667,0.203333334,0.007186773,2.143466072,1,1
SmaI_mm9_101314,chr10,117283130,-100,1,NM_024457,Rap1b,117283030,117251653,-,-31477,NM_024457,Rap1b,117283030,117251653,-,Y,(CGGGG)n,Simple_repeat,Simple_repeat,271,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,0.43,0,0.42,0,1.06,0.91,0.77,0.35,0.071666667,0.585,0.513333333,0.016011441,1.795569581,0,0
SmaI_mm9_101378,chr10,118305488,471,1,NM_001014390,Dyrk2,118305959,118296405,-,-9083,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,449,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0,0,0.18,0.26,0.24,0.34,0,0.14,0,0.193333333,0.193333333,0.002342394,2.630340053,0,1
SmaI_mm9_101379,chr10,118305718,241,1,NM_001014390,Dyrk2,118305959,118296405,-,-9313,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,679,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0,0,0,0.27,0.22,0.19,0,0.29,0,0.161666667,0.161666667,0.012401871,1.90651279,0,1
SmaI_mm9_101380,chr10,118305766,193,1,NM_001014390,Dyrk2,118305959,118296405,-,-9361,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,727,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0.35,0,0.82,0,0,0.7,0,0,0.058333333,0.253333333,0.195,0.281279662,0.550861668,0,1
SmaI_mm9_101381,chr10,118306200,-241,1,NM_001014390,Dyrk2,118305959,118296405,-,-9795,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,-342,CpG_End,CpG: 155,chr10,118305039,118306542,62.7,1.05,0.28,0,0,0,0,0,0.5,0,0.46,0,0.38,0,0.046666667,0.223333333,0.176666666,0.143738484,0.84242694,0,0
SmaI_mm9_101421,chr10,118676631,480,1,NM_027994,Cand1,118677111,118635868,-,-40763,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,376,CpG_Start,CpG: 135,chr10,118676255,118677449,71.2,0.9,0,0,0,0,0,0,0,0,0.6,0.32,0,0,0,0.153333333,0.153333333,0.169266129,0.771429938,0,1
SmaI_mm9_101422,chr10,118676946,165,1,NM_027994,Cand1,118677111,118635868,-,-41078,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,-503,CpG_End,CpG: 135,chr10,118676255,118677449,71.2,0.9,0,0,0,0,0,0,0,0,0.3,0,0.4,0,0,0.116666667,0.116666667,0.150413446,0.822713339,0,1
SmaI_mm9_101438,chr10,118890865,-505,1,NM_133442,Grip1,118891370,119512649,+,-254997,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,398,CpG_Start,CpG: 145,chr10,118890467,118891808,69.8,0.89,0,0.51,0,0.88,0,0.45,1.45,1.83,0.67,0.31,0.83,0.9,0.306666667,0.998333333,0.691666666,0.028318083,1.54793615,0,0
SmaI_mm9_101439,chr10,118891202,-168,1,NM_133442,Grip1,118891370,119512649,+,-255334,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,-606,CpG_End,CpG: 145,chr10,118890467,118891808,69.8,0.89,0.24,0.51,0.34,0.3,0,0.71,1.06,1.8,0.61,1.11,0.51,2.01,0.35,1.183333333,0.833333333,0.011125641,1.953674958,0,0
SmaI_mm9_101485,chr10,119550002,19,1,NM_080446,Helb,119550021,119520664,-,28708,NM_028679,Irak3,119638593,119578710,-,Y,N,N,N,337,CpG_Start,CpG: 53,chr10,119549665,119550387,58.8,0.85,0,0,0,0,0,0,0.63,0.73,0.37,0.63,0.54,0.43,0,0.555,0.555,1.55E-06,5.808604883,0,1
SmaI_mm9_101486,chr10,119550238,-217,1,NM_080446,Helb,119550021,119520664,-,28472,NM_028679,Irak3,119638593,119578710,-,Y,N,N,N,-149,CpG_End,CpG: 53,chr10,119549665,119550387,58.8,0.85,0.4,0.28,0.39,0.4,0,0,0.98,1.32,1.14,1.27,0.89,1.08,0.245,1.113333333,0.868333333,8.37E-06,5.077125652,0,0
SmaI_mm9_101489,chr10,119638330,263,1,NM_028679,Irak3,119638593,119578710,-,-23623,NM_026617,Tmbim4,119645882,119661953,+,N,N,N,N,-17,CpG_Start,CpG: 65,chr10,119638347,119639024,64.6,0.92,0,0,0,1.14,0,0,0.71,0.54,1.04,0.22,0.32,0.53,0.19,0.56,0.37,0.130166934,0.885499325,1,1
SmaI_mm9_101490,chr10,119638527,66,1,NM_028679,Irak3,119638593,119578710,-,-23426,NM_026617,Tmbim4,119645882,119661953,+,Y,N,N,N,180,CpG_Start,CpG: 65,chr10,119638347,119639024,64.6,0.92,0.54,0,0,0,0,0,0.2,0.54,0.3,0.45,0.32,0.41,0.09,0.37,0.28,0.021290751,1.671809019,0,1
SmaI_mm9_101506,chr10,119865573,19593,0,NR_030434,Mir763,119885166,119885047,-,19474,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,13619,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,NA,15.93,23.28,23.03,NA,21.46,24.97,26.57,27.21,20.96,25.05,29.28,20.925,25.67333333,4.74833333,0.042457024,1.372050451,0,0
SmaI_mm9_101507,chr10,119865754,19412,0,NR_030434,Mir763,119885166,119885047,-,19293,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,13800,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,22.64,12.88,23.58,22.59,22.13,20.23,21.23,25.09,23.31,19.99,26.53,28.03,20.675,24.03,3.355,0.134158977,0.872380262,0,0
SmaI_mm9_101508,chr10,119869820,15346,0,NR_030434,Mir763,119885166,119885047,-,15227,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,17866,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,34.12,17.97,33.37,32.34,22.07,19.99,33.44,41.57,40.18,37.57,34,30.7,26.64333333,36.24333333,9.6,0.020170675,1.695279568,0,0
SmaI_mm9_101509,chr10,119870174,14992,0,NR_030434,Mir763,119885166,119885047,-,14873,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,18220,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,34.89,16.71,30.33,29.21,15.5,19.78,22.72,23.6,29.41,24.79,22.82,22.13,24.40333333,24.245,-0.15833333,0.96465169,0.015629471,0,0
SmaI_mm9_101545,chr10,120251657,84370,0,NM_177092,Msrb3,120336027,120218157,-,-33500,NM_177092,Msrb3,120336027,120218157,-,N,N,N,N,-83767,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,90.67,89.49,89.8,90.69,91.51,89.92,94.06,93.28,90.13,89.46,88.6,88.93,90.34666667,90.74333333,0.39666666,0.700561366,0.154553816,0,1
SmaI_mm9_101546,chr10,120252018,84009,0,NM_177092,Msrb3,120336027,120218157,-,-33861,NM_177092,Msrb3,120336027,120218157,-,N,N,N,N,-83406,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,88.27,82.62,85.32,87.96,91.32,88.13,84.51,85.08,83.36,83.72,78.17,82.56,87.27,82.9,-4.37,0.01984648,1.702316509,0,1
SmaI_mm9_101555,chr10,120335799,228,1,NM_177092,Msrb3,120336027,120218157,-,24668,NM_001081193,Lemd3,120416386,120360467,-,Y,N,N,N,375,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,0,0,0.3,0.22,0,0,0.83,0.71,1.73,1.74,0.45,1.43,0.086666667,1.148333333,1.061666666,0.001078557,2.967156898,0,1
SmaI_mm9_101556,chr10,120336153,-126,1,NM_177092,Msrb3,120336027,120218157,-,24314,NM_001081193,Lemd3,120416386,120360467,-,Y,N,N,N,-93,CpG_End,CpG: 100,chr10,120335424,120336246,71.9,0.94,0.24,0.21,0,0.23,0,0.21,0.91,0,0.48,0,1.42,0.76,0.148333333,0.595,0.446666667,0.081466933,1.089018633,0,0
SmaI_mm9_101605,chr10,120912806,500,0,NM_138956,Rassf3,120913306,120847407,-,-65399,NM_138956,Rassf3,120913306,120847407,-,Y,N,N,N,246,CpG_Start,CpG: 113,chr10,120912560,120913850,66.6,0.81,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.068333333,0.068333333,0.340893132,0.467381748,0,1
SmaI_mm9_101606,chr10,120913201,105,1,NM_138956,Rassf3,120913306,120847407,-,-65794,NM_138956,Rassf3,120913306,120847407,-,Y,GC_rich,Low_complexity,Low_complexity,641,CpG_Start,CpG: 113,chr10,120912560,120913850,66.6,0.81,0,0,0.29,0,0,0,0,0.25,0.33,0.4,0,0.38,0.048333333,0.226666667,0.178333334,0.072924525,1.137126391,0,1
SmaI_mm9_101631,chr10,121062873,499,1,NM_001081056,Xpot,121063372,121024436,-,-38437,NM_001081056,Xpot,121063372,121024436,-,N,N,N,N,-99,CpG_Start,CpG: 94,chr10,121062972,121063763,70.3,0.96,0,0,0,0.31,0,0,1.11,0,0,1.13,0,0.74,0.051666667,0.496666667,0.445,0.087527756,1.057854206,1,1
SmaI_mm9_101632,chr10,121063310,62,1,NM_001081056,Xpot,121063372,121024436,-,-38874,NM_001081056,Xpot,121063372,121024436,-,Y,N,N,N,338,CpG_Start,CpG: 94,chr10,121062972,121063763,70.3,0.96,0,0,0,0,0,0,2.24,0,0,1.08,0,0.77,0,0.681666667,0.681666667,0.091094654,1.040507109,0,1
SmaI_mm9_101634,chr10,121063555,-183,1,NM_001081056,Xpot,121063372,121024436,-,-39119,NM_001081056,Xpot,121063372,121024436,-,Y,N,N,N,-208,CpG_End,CpG: 94,chr10,121062972,121063763,70.3,0.96,0,0,0,0,NA,0,0.19,0.94,0,0.47,0,0.39,0,0.331666667,0.331666667,0.068827559,1.162237633,0,0
SmaI_mm9_101730,chr10,122171831,56013,0,NM_176919,Ppm1h,122115818,122359030,+,-187199,NM_176919,Ppm1h,122115818,122359030,+,N,N,N,N,55297,CpG_End,CpG: 99,chr10,122115686,122116534,73.6,0.86,96.68,96.05,99.38,97.63,99.24,97.76,96.78,95.87,96,95.19,91.01,94.08,97.79,94.82166667,-2.96833333,0.014631217,1.834719548,0,1
SmaI_mm9_101731,chr10,122172049,56231,0,NM_176919,Ppm1h,122115818,122359030,+,-186981,NM_176919,Ppm1h,122115818,122359030,+,N,N,N,N,55515,CpG_End,CpG: 99,chr10,122115686,122116534,73.6,0.86,94.64,97.08,98.75,96.55,97.62,93.56,89.12,92.78,94.19,94.33,89.15,91.78,96.36666667,91.89166667,-4.475,0.004700667,2.327840514,0,1
SmaI_mm9_101760,chr10,122398457,24323,0,NR_029527,Mirlet7i,122422780,122422696,-,15608,NM_001110218,Ppm1h,122115818,122382849,+,N,N,N,N,-23824,CpG_Start,CpG: 141,chr10,122422281,122423664,55.7,1.33,86.21,85.74,86.46,87.96,90.34,83.49,82,85.98,86.11,81.33,80.58,81.8,86.7,82.96666667,-3.73333333,0.021094625,1.675828191,0,0
SmaI_mm9_101761,chr10,122398753,24027,0,NR_029527,Mirlet7i,122422780,122422696,-,15904,NM_001110218,Ppm1h,122115818,122382849,+,N,N,N,N,-23528,CpG_Start,CpG: 141,chr10,122422281,122423664,55.7,1.33,80.75,79.59,83.93,81.55,85.96,80.83,75.84,77.76,80.48,76.16,69.4,70.97,82.10166667,75.10166667,-7,0.005119954,2.290733941,0,0
SmaI_mm9_101785,chr10,122701999,867,0,NM_182807,Fam19a2,122701132,123178035,+,-151699,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,502,CpG_Start,CpG: 133,chr10,122701497,122702845,66.3,0.9,0.7,0.33,0.27,0.74,0.6,0.61,3.44,1.8,2.62,1.92,3.02,3.03,0.541666667,2.638333333,2.096666666,2.09E-05,4.679629352,0,1
SmaI_mm9_101786,chr10,122702311,1179,0,NM_182807,Fam19a2,122701132,123178035,+,-152011,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,-534,CpG_End,CpG: 133,chr10,122701497,122702845,66.3,0.9,0.94,0.87,0.87,1.81,1.2,1.02,3.51,3.34,2.84,3.35,4.2,4.32,1.118333333,3.593333333,2.475,3.94E-06,5.404791566,0,1
SmaI_mm9_101787,chr10,122702581,1449,0,NM_182807,Fam19a2,122701132,123178035,+,-152281,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,-264,CpG_End,CpG: 133,chr10,122701497,122702845,66.3,0.9,0.83,0.38,0,1.39,0,1.08,7.17,4.18,4.65,4.72,6.79,4.81,0.613333333,5.386666667,4.773333334,7.36E-06,5.133152871,0,1
SmaI_mm9_101903,chr10,125403637,362,1,NM_177152,Lrig3,125403275,125452415,+,-48778,NM_177152,Lrig3,125403275,125452415,+,Y,N,N,N,-340,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,0,0.57,0,0.59,0.42,0.26,3.81,3.67,4.21,1.8,5.15,6.72,0.306666667,4.226666667,3.92,0.000177521,3.750750264,0,1
SmaI_mm9_101904,chr10,125403848,573,0,NM_177152,Lrig3,125403275,125452415,+,-48567,NM_177152,Lrig3,125403275,125452415,+,Y,N,N,N,-129,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,0.32,0.32,0.21,0.33,0,0,0.89,0.99,1.12,1.65,1.66,2.69,0.196666667,1.5,1.303333333,0.000921367,3.035567347,0,1
SmaI_mm9_101905,chr10,125404199,924,0,NM_177152,Lrig3,125403275,125452415,+,-48216,NM_177152,Lrig3,125403275,125452415,+,N,N,N,N,222,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,0,0.44,0.9,0.24,0,0.21,3.46,1.1,0.79,1.04,2.59,1.93,0.298333333,1.818333333,1.52,0.006958556,2.157480873,1,1
SmaI_mm9_10196,chr1,181510130,33470,0,NM_146105,Cnst,181476660,181557604,+,-47474,NM_146105,Cnst,181476660,181557604,+,N,N,N,N,33114,CpG_End,CpG: 107,chr1,181476048,181477016,66.4,1.01,46.07,62.56,50.5,69.56,67.07,66.32,58.66,70.69,69.39,61.09,58.54,68.63,60.34666667,64.5,4.15333333,0.386797973,0.41251581,0,1
SmaI_mm9_101964,chr10,126300493,37934,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,4993,NM_026858,Xrcc6bp1,126338427,126305486,-,N,N,N,N,-37515,CpG_Start,CpG: 54,chr10,126338008,126338510,74,0.79,98.81,97.82,97.18,96.07,98.65,97.09,96.41,95.58,97,95.55,95.27,96.07,97.60333333,95.98,-1.62333333,0.00868882,2.0610392,0,0
SmaI_mm9_101965,chr10,126300769,37658,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,4717,NM_026858,Xrcc6bp1,126338427,126305486,-,N,B2_Mm2,SINE,B2,-37239,CpG_Start,CpG: 54,chr10,126338008,126338510,74,0.79,33.04,36.34,44.26,53.21,44.3,38.41,50.38,54.42,41.03,41.35,48.74,49.44,41.59333333,47.56,5.96666667,0.133911186,0.873183144,0,0
SmaI_mm9_10197,chr1,181510480,33820,0,NM_146105,Cnst,181476660,181557604,+,-47124,NM_146105,Cnst,181476660,181557604,+,N,N,N,N,33464,CpG_End,CpG: 107,chr1,181476048,181477016,66.4,1.01,11.54,14.21,15.16,25.49,15.88,17.15,39.98,50.95,35.09,26.99,45.46,48.42,16.57166667,41.14833333,24.57666666,0.000149624,3.824998739,0,1
SmaI_mm9_101973,chr10,126365515,-27088,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,-41210,NM_001159559,Xrcc6bp1,126338427,126324305,-,Y,N,N,N,122,CpG_Start,CpG: 29,chr10,126365393,126365692,72.7,0.73,0,0,0,0,0,0,0.12,0.25,0.3,0.3,0.06,0.28,0,0.218333333,0.218333333,0.000401172,3.396669386,0,0
SmaI_mm9_101974,chr10,126365769,-27342,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,-41464,NM_001159559,Xrcc6bp1,126338427,126324305,-,N,N,N,N,77,CpG_End,CpG: 29,chr10,126365393,126365692,72.7,0.73,0.39,0,0,0.19,0.24,0,0.24,0.5,0.54,0.22,0.41,0.28,0.136666667,0.365,0.228333333,0.025756743,1.589109055,1,0
