ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,SPFC1M1,SPFC1M2,SPFC2M1,SPFC2M2,SPFC3M1,SPFC3M2,AvgWT,SpfKoAomAnC1M1,SpfKoAomAnC1M3,SpfKoAomAnC2M1,SpfKoAomAnC2M2,SpfKoAomAnC3M1,SpfKoAomAnC3M2,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_10111,chr1,180336212,200,1,NM_026626,Efcab2,180336012,180413380,+,-77168,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,421,CpG_Start,CpG: 88,chr1,180335791,180336802,65.1,0.82,0,0,0,0.21,0,0,0.035,0,0,0,0,0,0,0,-0.035,0.340893132,0.467381748,0,1
SmaI_mm9_101113,chr10,114799193,125,1,NM_133683,Tmem19,114799318,114777796,-,7829,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,72,CpG_Start,CpG: 44,chr10,114799121,114799649,57.1,1.02,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.026666667,0.026666667,0.340893132,0.467381748,0,1
SmaI_mm9_101114,chr10,114799461,-143,1,NM_133683,Tmem19,114799318,114777796,-,7561,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,-188,CpG_End,CpG: 44,chr10,114799121,114799649,57.1,1.02,0,0,0,0,0,0,0,0,0,0.11,0,0.32,0,0.071666667,0.071666667,0.20464008,0.689009304,0,0
SmaI_mm9_101117,chr10,114821338,153,1,NM_025780,Thap2,114821491,114807022,-,-14316,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,30,CpG_Start,CpG: 156,chr10,114821308,114823017,64.1,0.89,0,0,0.16,0,0.24,0,0.066666667,0,0.22,0.06,0.24,0.29,0,0.135,0.068333333,0.342204958,0.465713703,0,1
SmaI_mm9_101118,chr10,114821634,-143,1,NM_025780,Thap2,114821491,114807022,-,-14612,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,326,CpG_Start,CpG: 156,chr10,114821308,114823017,64.1,0.89,0,0.25,0,0,0,0,0.041666667,0,0.11,0,0,0.3,0,0.068333333,0.026666667,0.689596918,0.161404688,0,0
SmaI_mm9_101136,chr10,115025034,-198,1,NM_010195,Lgr5,115024836,114887370,-,-137664,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,69,CpG_End,CpG: 44,chr10,115024455,115024965,67.3,0.76,0.51,0.44,1.64,0.29,1.27,0,0.691666667,1.23,1.78,0.82,1.02,1.67,1.23,1.291666667,0.6,0.071367754,1.146497968,1,0
SmaI_mm9_101137,chr10,115025278,-442,1,NM_010195,Lgr5,115024836,114887370,-,-137908,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,313,CpG_End,CpG: 44,chr10,115024455,115024965,67.3,0.76,2.52,0.67,1.68,0.88,1.28,0.47,1.25,1.22,2.22,0.97,1.18,0.84,0.54,1.161666667,-0.088333333,0.824772316,0.083665925,1,0
SmaI_mm9_101195,chr10,116018163,404,1,NM_001037848,Cnot2,116018567,115946847,-,-71316,NM_001037848,Cnot2,116018567,115946847,-,N,GC_rich,Low_complexity,Low_complexity,-61,CpG_Start,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0.35,0,0,0,0.42,0.128333333,0,0.36,0.11,0.06,0.08,0.11,0.12,-0.008333333,0.932661384,0.030276005,1,1
SmaI_mm9_101196,chr10,116018397,170,1,NM_001037848,Cnot2,116018567,115946847,-,-71550,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,173,CpG_Start,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0.08,0,0,0,0,0.013333333,0,0.11,0,0,0.13,0,0.04,0.026666667,0.374904625,0.426079201,0,1
SmaI_mm9_101197,chr10,116018754,-187,1,NM_001037848,Cnot2,116018567,115946847,-,-71907,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,-471,CpG_End,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0.05,0.11,0,0.08,0.09,0.055,0.06,0,0.03,0,0.07,0,0.026666667,-0.028333333,0.249120427,0.60359066,0,0
SmaI_mm9_101198,chr10,116019048,-481,1,NM_001037848,Cnot2,116018567,115946847,-,-72201,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,-177,CpG_End,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0.09,0,0,0,0,0.015,0,0,0,0,0.09,0,0.015,0,1,0,0,0
SmaI_mm9_10121,chr1,180457924,-1332,0,NM_001161665,Kif26b,180459256,180862987,+,44544,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,505,CpG_Start,CpG: 270,chr1,180457419,180461026,62.6,0.76,0.19,0,0.35,0,0,0.35,0.148333333,0.07,0.06,0,0,0.28,0,0.068333333,-0.08,0.359286261,0.444559389,0,0
SmaI_mm9_10122,chr1,180458182,-1074,0,NM_001161665,Kif26b,180459256,180862987,+,44802,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,763,CpG_Start,CpG: 270,chr1,180457419,180461026,62.6,0.76,0.19,0,0,0.21,0,0,0.066666667,0,0.13,0.04,0.07,0.68,0.27,0.198333333,0.131666667,0.266924963,0.573610809,0,0
SmaI_mm9_101222,chr10,116387544,-108,1,NM_001003950,Rab3ip,116387436,116342840,-,-18617,NR_027846,D630029K05Rik,116403330,116406161,+,Y,GC_rich,Low_complexity,Low_complexity,-111,CpG_End,CpG: 112,chr10,116386795,116387655,67.6,1.14,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.03,0.03,0.340893132,0.467381748,0,0
SmaI_mm9_101223,chr10,116387845,-409,1,NM_001003950,Rab3ip,116387436,116342840,-,-18316,NR_027846,D630029K05Rik,116403330,116406161,+,N,G-rich,Low_complexity,Low_complexity,190,CpG_End,CpG: 112,chr10,116386795,116387655,67.6,1.14,0.19,0.17,0,0,0.33,0.19,0.146666667,0,0.14,0,0,0,0,0.023333333,-0.123333333,0.055543663,1.255365479,1,0
SmaI_mm9_10125,chr1,180460669,1413,0,NM_001161665,Kif26b,180459256,180862987,+,47289,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,-357,CpG_End,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.16,0,0,0.26,0.16,0.096666667,0.04,0.05,0.04,0.22,0.05,0.07,0.078333333,-0.018333333,0.741161025,0.130087426,0,1
SmaI_mm9_10126,chr1,180460915,1659,0,NM_001161665,Kif26b,180459256,180862987,+,47535,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,-111,CpG_End,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.15,0,0,0.26,0,0.068333333,0,0.22,0.07,0.04,0.15,0.06,0.09,0.021666667,0.70752559,0.150257848,0,1
SmaI_mm9_101270,chr10,116827650,-13621,0,NM_001013391,Cpsf6,116814029,116781724,-,-45926,NM_001013391,Cpsf6,116814029,116781724,-,N,N,N,N,13418,CpG_End,CpG: 156,chr10,116812877,116814232,65.6,1.07,29.57,14.33,37.49,18.17,19.98,18.48,23.00333333,41.09,34.91,22.58,49.84,30.97,35.25,35.77333333,12.77,0.033418418,1.476014118,0,0
SmaI_mm9_101271,chr10,116827878,-13849,0,NM_001013391,Cpsf6,116814029,116781724,-,-46154,NM_001013391,Cpsf6,116814029,116781724,-,N,B1_Mus1,SINE,Alu,13646,CpG_End,CpG: 156,chr10,116812877,116814232,65.6,1.07,36.6,20.34,44.5,28.36,30.9,20.03,30.12166667,48.93,43.73,26.48,56.8,37.19,36.18,41.55166667,11.43,0.077989789,1.107962253,0,0
SmaI_mm9_101290,chr10,117066314,-242,1,NM_027468,Cpm,117066556,117124408,+,-58094,NM_027468,Cpm,117066556,117124408,+,Y,N,N,N,41,CpG_Start,CpG: 76,chr10,117066273,117067046,68.1,0.85,0,0,0,0,NA,0.62,0.124,0.1,0,0.07,0.14,0.12,0.15,0.096666667,-0.027333333,0.816964288,0.087796927,0,0
SmaI_mm9_101291,chr10,117066503,-53,1,NM_027468,Cpm,117066556,117124408,+,-57905,NM_027468,Cpm,117066556,117124408,+,Y,N,N,N,230,CpG_Start,CpG: 76,chr10,117066273,117067046,68.1,0.85,0,0.57,0,0,NA,0,0.114,0.05,0.11,0.14,0.1,0.18,0,0.096666667,-0.017333333,0.874763969,0.058109114,0,0
SmaI_mm9_101312,chr10,117282474,556,0,NM_024457,Rap1b,117283030,117251653,-,-30821,NM_024457,Rap1b,117283030,117251653,-,N,N,N,N,-385,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.018333333,0.018333333,0.340893132,0.467381748,1,1
SmaI_mm9_101313,chr10,117282760,270,1,NM_024457,Rap1b,117283030,117251653,-,-31107,NM_024457,Rap1b,117283030,117251653,-,N,GC_rich,Low_complexity,Low_complexity,-99,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0.17,0,0,0.028333333,0,0.07,0.13,0,0.28,0.28,0.126666667,0.098333333,0.129742116,0.886919023,1,1
SmaI_mm9_101314,chr10,117283130,-100,1,NM_024457,Rap1b,117283030,117251653,-,-31477,NM_024457,Rap1b,117283030,117251653,-,Y,(CGGGG)n,Simple_repeat,Simple_repeat,271,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0
SmaI_mm9_101378,chr10,118305488,471,1,NM_001014390,Dyrk2,118305959,118296405,-,-9083,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,449,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0,0,0,0.08,0.08,0.05,0.07,0.19,0.04,0.085,0.085,0.00316205,2.500031251,0,1
SmaI_mm9_101379,chr10,118305718,241,1,NM_001014390,Dyrk2,118305959,118296405,-,-9313,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,679,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0.23,0,0,0,0,0,0.038333333,0,0,0,0.04,0.32,0,0.06,0.021666667,0.74550916,0.127547016,0,1
SmaI_mm9_101381,chr10,118306200,-241,1,NM_001014390,Dyrk2,118305959,118296405,-,-9795,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,-342,CpG_End,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0,0,0,0.2,0,0,0.15,0.25,0,0.1,0.1,0.057224041,1.242421479,0,0
SmaI_mm9_101421,chr10,118676631,480,1,NM_027994,Cand1,118677111,118635868,-,-40763,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,376,CpG_Start,CpG: 135,chr10,118676255,118677449,71.2,0.9,0,0,0,0,0,0.25,0.041666667,0.19,0.19,0,0.19,0,0.31,0.146666667,0.105,0.138223323,0.85941867,0,1
SmaI_mm9_101422,chr10,118676946,165,1,NM_027994,Cand1,118677111,118635868,-,-41078,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,-503,CpG_End,CpG: 135,chr10,118676255,118677449,71.2,0.9,0,0.25,0,0,0,0,0.041666667,0,0,0,0,0,0,0,-0.041666667,0.340893132,0.467381748,0,1
SmaI_mm9_101438,chr10,118890865,-505,1,NM_133442,Grip1,118891370,119512649,+,-254997,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,398,CpG_Start,CpG: 145,chr10,118890467,118891808,69.8,0.89,1.04,0.22,0.82,1.36,0.35,0.23,0.67,1.42,1.99,0.64,1.15,1.35,0.48,1.171666667,0.501666667,0.122857735,0.910597495,0,0
SmaI_mm9_101439,chr10,118891202,-168,1,NM_133442,Grip1,118891370,119512649,+,-255334,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,-606,CpG_End,CpG: 145,chr10,118890467,118891808,69.8,0.89,1.15,0.45,0.53,0.27,0.71,0.24,0.558333333,1.09,1.7,0.57,0,0,0.53,0.648333333,0.09,0.771625015,0.112593702,0,0
SmaI_mm9_101485,chr10,119550002,19,1,NM_080446,Helb,119550021,119520664,-,28708,NM_028679,Irak3,119638593,119578710,-,Y,N,N,N,337,CpG_Start,CpG: 53,chr10,119549665,119550387,58.8,0.85,0.23,0.24,0.3,0.33,0,0.25,0.225,0,0,0,0,0.19,0,0.031666667,-0.193333333,0.007019014,2.153723914,0,1
SmaI_mm9_101486,chr10,119550238,-217,1,NM_080446,Helb,119550021,119520664,-,28472,NM_028679,Irak3,119638593,119578710,-,Y,N,N,N,-149,CpG_End,CpG: 53,chr10,119549665,119550387,58.8,0.85,0,0,0,0,0,0,0,0.24,0.35,0.05,0.07,0.19,0.18,0.18,0.18,0.002633504,2.579466073,0,0
SmaI_mm9_101489,chr10,119638330,263,1,NM_028679,Irak3,119638593,119578710,-,-23623,NM_026617,Tmbim4,119645882,119661953,+,N,N,N,N,-17,CpG_Start,CpG: 65,chr10,119638347,119639024,64.6,0.92,0,0,0,0.49,0.62,0,0.185,0.4,0.37,0.14,0.24,0.29,0.52,0.326666667,0.141666667,0.30160698,0.520558612,1,1
SmaI_mm9_101490,chr10,119638527,66,1,NM_028679,Irak3,119638593,119578710,-,-23426,NM_026617,Tmbim4,119645882,119661953,+,Y,N,N,N,180,CpG_Start,CpG: 65,chr10,119638347,119639024,64.6,0.92,0.78,0,0,0,0,0,0.13,0.45,0.22,0.23,0.17,0.66,0.44,0.361666667,0.231666667,0.15599934,0.80687724,0,1
SmaI_mm9_101506,chr10,119865573,19593,0,NR_030434,Mir763,119885166,119885047,-,19474,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,13619,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,24.05,25.5,29.27,24.35,22.95,20.91,24.505,31.97,34.52,24.07,33.59,26.09,25.9,29.35666667,4.851666667,0.049342441,1.30677937,0,0
SmaI_mm9_101507,chr10,119865754,19412,0,NR_030434,Mir763,119885166,119885047,-,19293,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,13800,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,21.02,23.27,29.77,21.12,22.55,16.98,22.45166667,31.53,34.29,23.6,36.75,26.38,24.23,29.46333333,7.011666667,0.032580297,1.487044967,0,0
SmaI_mm9_101508,chr10,119869820,15346,0,NR_030434,Mir763,119885166,119885047,-,15227,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,17866,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,25.55,34.91,45.44,29.81,23.01,26.32,30.84,24.58,27.88,15.64,22.15,17.31,31.73,23.215,-7.625,0.099738652,1.001136506,0,0
SmaI_mm9_101509,chr10,119870174,14992,0,NR_030434,Mir763,119885166,119885047,-,14873,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,18220,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,26.01,27.04,35.48,31.71,28.27,22.9,28.56833333,17.07,22.08,15.03,22.9,17.57,26.71,20.22666667,-8.341666667,0.008449517,2.073168115,0,0
SmaI_mm9_101545,chr10,120251657,84370,0,NM_177092,Msrb3,120336027,120218157,-,-33500,NM_177092,Msrb3,120336027,120218157,-,N,N,N,N,-83767,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,83.61,88.44,93.21,86.64,88.36,86.49,87.79166667,93.13,84.91,85.62,90.38,83.32,87.99,87.55833333,-0.233333333,0.908878696,0.041494076,0,1
SmaI_mm9_101546,chr10,120252018,84009,0,NM_177092,Msrb3,120336027,120218157,-,-33861,NM_177092,Msrb3,120336027,120218157,-,N,N,N,N,-83406,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,79.67,85.73,88.32,83.32,86.98,81.49,84.25166667,73.4,76.15,81.21,76.01,77.85,66.69,75.21833333,-9.033333333,0.00391528,2.407237206,0,1
SmaI_mm9_101555,chr10,120335799,228,1,NM_177092,Msrb3,120336027,120218157,-,24668,NM_001081193,Lemd3,120416386,120360467,-,Y,N,N,N,375,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,0,0.21,0.23,0,0,0,0.073333333,0,0,0.22,0,0,0,0.036666667,-0.036666667,0.54938794,0.260120878,0,1
SmaI_mm9_101556,chr10,120336153,-126,1,NM_177092,Msrb3,120336027,120218157,-,24314,NM_001081193,Lemd3,120416386,120360467,-,Y,N,N,N,-93,CpG_End,CpG: 100,chr10,120335424,120336246,71.9,0.94,0,0,0,0.27,0,0,0.045,0.82,0,0,0,0,0,0.136666667,0.091666667,0.538380572,0.268910621,0,0
SmaI_mm9_101605,chr10,120912806,500,0,NM_138956,Rassf3,120913306,120847407,-,-65399,NM_138956,Rassf3,120913306,120847407,-,Y,N,N,N,246,CpG_Start,CpG: 113,chr10,120912560,120913850,66.6,0.81,0.27,0,0,0.25,0,0,0.086666667,0,0,0,0,0,0,0,-0.086666667,0.145327538,0.837652083,0,1
SmaI_mm9_101606,chr10,120913201,105,1,NM_138956,Rassf3,120913306,120847407,-,-65794,NM_138956,Rassf3,120913306,120847407,-,Y,GC_rich,Low_complexity,Low_complexity,641,CpG_Start,CpG: 113,chr10,120912560,120913850,66.6,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_101634,chr10,121063555,-183,1,NM_001081056,Xpot,121063372,121024436,-,-39119,NM_001081056,Xpot,121063372,121024436,-,Y,N,N,N,-208,CpG_End,CpG: 94,chr10,121062972,121063763,70.3,0.96,0,0,0,0,0,0,0,0.3,0.34,0.07,0.06,0.38,0.1,0.208333333,0.208333333,0.006012209,2.220965949,0,0
SmaI_mm9_101730,chr10,122171831,56013,0,NM_176919,Ppm1h,122115818,122359030,+,-187199,NM_176919,Ppm1h,122115818,122359030,+,N,N,N,N,55297,CpG_End,CpG: 99,chr10,122115686,122116534,73.6,0.86,96.68,96.75,95.69,98.39,96.7,99.11,97.22,97.59,94.74,96.96,94.76,96.26,98.7,96.50166667,-0.718333333,0.405091047,0.392447355,0,1
SmaI_mm9_101731,chr10,122172049,56231,0,NM_176919,Ppm1h,122115818,122359030,+,-186981,NM_176919,Ppm1h,122115818,122359030,+,N,N,N,N,55515,CpG_End,CpG: 99,chr10,122115686,122116534,73.6,0.86,94.19,95.91,97.43,95.51,94.23,95.46,95.455,92.2,89.9,95.7,93.03,94.6,93.73,93.19333333,-2.261666667,0.040154813,1.396262388,0,1
SmaI_mm9_101760,chr10,122398457,24323,0,NR_029527,Mirlet7i,122422780,122422696,-,15608,NM_001110218,Ppm1h,122115818,122382849,+,N,N,N,N,-23824,CpG_Start,CpG: 141,chr10,122422281,122423664,55.7,1.33,88.17,85.42,86.96,89.36,88.67,86.47,87.50833333,85.26,83.88,84.39,83.71,85.81,84.39,84.57333333,-2.935,0.001666863,2.778100093,0,0
SmaI_mm9_101761,chr10,122398753,24027,0,NR_029527,Mirlet7i,122422780,122422696,-,15904,NM_001110218,Ppm1h,122115818,122382849,+,N,N,N,N,-23528,CpG_Start,CpG: 141,chr10,122422281,122423664,55.7,1.33,73.48,77.03,81.16,79.22,81.81,77.69,78.39833333,82.04,73.54,80.07,80.8,81.84,81.94,80.03833333,1.64,0.390578919,0.408291201,0,0
SmaI_mm9_101785,chr10,122701999,867,0,NM_182807,Fam19a2,122701132,123178035,+,-151699,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,502,CpG_Start,CpG: 133,chr10,122701497,122702845,66.3,0.9,0.76,0.39,1.22,0.51,0.49,0.71,0.68,1.85,1.33,1.11,2.2,1.26,1.76,1.585,0.905,0.001539609,2.812589624,0,1
SmaI_mm9_101786,chr10,122702311,1179,0,NM_182807,Fam19a2,122701132,123178035,+,-152011,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,-534,CpG_End,CpG: 133,chr10,122701497,122702845,66.3,0.9,0.97,1.57,2.23,1.71,0.57,1.57,1.436666667,3.26,2.14,1.21,2.34,2.13,3.41,2.415,0.978333333,0.037961624,1.420655211,0,1
SmaI_mm9_101787,chr10,122702581,1449,0,NM_182807,Fam19a2,122701132,123178035,+,-152281,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,-264,CpG_End,CpG: 133,chr10,122701497,122702845,66.3,0.9,3.69,2.41,2.55,2.71,1.13,1.44,2.321666667,4.45,4.29,1.98,3.5,2.45,4.09,3.46,1.138333333,0.071375521,1.146450708,0,1
SmaI_mm9_101903,chr10,125403637,362,1,NM_177152,Lrig3,125403275,125452415,+,-48778,NM_177152,Lrig3,125403275,125452415,+,Y,N,N,N,-340,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,1.99,0.25,2.27,1.73,0.42,0.27,1.155,3.17,3.67,0.87,2.49,2.77,1.56,2.421666667,1.266666667,0.051100106,1.291578202,0,1
SmaI_mm9_101904,chr10,125403848,573,0,NM_177152,Lrig3,125403275,125452415,+,-48567,NM_177152,Lrig3,125403275,125452415,+,Y,N,N,N,-129,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,0.32,0.29,0.81,0.34,0.22,0.13,0.351666667,1.72,2.32,0.57,0.89,1.26,0.54,1.216666667,0.865,0.016844679,1.773537267,0,1
SmaI_mm9_101905,chr10,125404199,924,0,NM_177152,Lrig3,125403275,125452415,+,-48216,NM_177152,Lrig3,125403275,125452415,+,N,N,N,N,222,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,0.71,0.21,1.36,0.22,0.58,0.36,0.573333333,1.69,2.23,0.56,1.55,0.59,0.46,1.18,0.606666667,0.114365029,0.941706755,1,1
SmaI_mm9_10196,chr1,181510130,33470,0,NM_146105,Cnst,181476660,181557604,+,-47474,NM_146105,Cnst,181476660,181557604,+,N,N,N,N,33114,CpG_End,CpG: 107,chr1,181476048,181477016,66.4,1.01,61.26,46.06,41.22,61,68.29,50.48,54.71833333,69.35,59.16,60.45,50.34,60.81,58.17,59.71333333,4.995,0.334095916,0.476128833,0,1
SmaI_mm9_101964,chr10,126300493,37934,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,4993,NM_026858,Xrcc6bp1,126338427,126305486,-,N,N,N,N,-37515,CpG_Start,CpG: 54,chr10,126338008,126338510,74,0.79,97.76,96.96,98.44,97.29,98.27,96.68,97.56666667,90.4,96.36,94.8,93.57,92.97,85.34,92.24,-5.326666667,0.008356244,2.07798888,0,0
SmaI_mm9_101965,chr10,126300769,37658,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,4717,NM_026858,Xrcc6bp1,126338427,126305486,-,N,B2_Mm2,SINE,B2,-37239,CpG_Start,CpG: 54,chr10,126338008,126338510,74,0.79,55.96,40.88,54.28,40.85,54.97,45.42,48.72666667,54.68,53.4,35.12,57.34,47.71,38.65,47.81666667,-0.91,0.85125732,0.069939141,0,0
SmaI_mm9_10197,chr1,181510480,33820,0,NM_146105,Cnst,181476660,181557604,+,-47124,NM_146105,Cnst,181476660,181557604,+,N,N,N,N,33464,CpG_End,CpG: 107,chr1,181476048,181477016,66.4,1.01,26.5,12.9,33.65,21.48,25.7,14.13,22.39333333,44.67,43.26,21.55,34.34,31.41,38.28,35.585,13.19166667,0.019650923,1.706617039,0,1
SmaI_mm9_101973,chr10,126365515,-27088,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,-41210,NM_001159559,Xrcc6bp1,126338427,126324305,-,Y,N,N,N,122,CpG_Start,CpG: 29,chr10,126365393,126365692,72.7,0.73,0,0,0.24,0,0,0,0.04,0.05,0.14,0.06,0.16,0.52,0.15,0.18,0.14,0.115397889,0.937802137,0,0
SmaI_mm9_101974,chr10,126365769,-27342,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,-41464,NM_001159559,Xrcc6bp1,126338427,126324305,-,N,N,N,N,77,CpG_End,CpG: 29,chr10,126365393,126365692,72.7,0.73,0.5,0.11,0.65,0.45,0,0.24,0.325,0.21,0.59,0.42,0.33,0.66,0.63,0.473333333,0.148333333,0.266545745,0.574228246,1,0
SmaI_mm9_101979,chr10,126415597,-176,1,NM_001113470,Ctdsp2,126415773,126437031,+,-17072,NR_029803,Mir26a-2,126432586,126432669,+,Y,N,N,N,130,CpG_Start,CpG: 176,chr10,126415467,126417218,68.2,0.87,0,0,0,0,0,0,0,0,0,0,0,0.29,0.13,0.07,0.07,0.182411826,0.738947008,0,0
SmaI_mm9_101980,chr10,126415830,57,1,NM_001113470,Ctdsp2,126415773,126437031,+,-16839,NR_029803,Mir26a-2,126432586,126432669,+,Y,N,N,N,363,CpG_Start,CpG: 176,chr10,126415467,126417218,68.2,0.87,0,0,0,0,0,0,0,0.06,0.27,0.09,0.06,0.43,0,0.151666667,0.151666667,0.04735115,1.324669469,0,1
SmaI_mm9_101997,chr10,126481630,2642,0,NM_010792,Mettl1,126478988,126482517,+,-887,NM_010792,Mettl1,126478988,126482517,+,N,N,N,N,2340,CpG_End,CpG: 93,chr10,126478021,126479290,63.7,0.72,96.67,98.59,98.63,97.52,99.33,97.31,98.00833333,98.77,99.31,97.28,99.3,100,97.65,98.71833333,0.71,0.258446466,0.587629402,0,1
SmaI_mm9_101998,chr10,126481963,2975,0,NM_010792,Mettl1,126478988,126482517,+,-554,NM_010792,Mettl1,126478988,126482517,+,N,N,N,N,2673,CpG_End,CpG: 93,chr10,126478021,126479290,63.7,0.72,89.67,93.79,89.07,90.19,93.33,90.03,91.01333333,90.81,93.24,92.91,87.99,94.7,89.64,91.54833333,0.535,0.692480146,0.159592674,0,1
SmaI_mm9_102012,chr10,126516443,480,1,NM_001033263,Agap2,126515963,126530225,+,-12097,NM_025982,Tspan31,126507317,126504346,-,N,N,N,N,-217,CpG_Start,CpG: 80,chr10,126516660,126517431,73.1,0.78,14.11,7.28,32.39,9.03,18.44,7.57,14.80333333,44.74,42.09,16.89,56.13,29.03,29.45,36.38833333,21.585,0.010951313,1.960533822,1,1
SmaI_mm9_102013,chr10,126516635,672,0,NM_001033263,Agap2,126515963,126530225,+,-12289,NM_025982,Tspan31,126507317,126504346,-,N,N,N,N,-25,CpG_Start,CpG: 80,chr10,126516660,126517431,73.1,0.78,12.96,5.63,22.14,5.92,13.65,5.64,10.99,31.91,29.95,13.1,39.33,21.03,21.96,26.21333333,15.22333333,0.008556879,2.067684584,1,1
SmaI_mm9_102014,chr10,126516804,841,0,NM_001033263,Agap2,126515963,126530225,+,-12458,NM_025982,Tspan31,126507317,126504346,-,Y,N,N,N,144,CpG_Start,CpG: 80,chr10,126516660,126517431,73.1,0.78,31.6,14.33,46.9,21.76,30.86,17.28,27.12166667,49.95,46.86,23.2,60.65,35.54,36.23,42.07166667,14.95,0.066204493,1.179112536,0,1
SmaI_mm9_102015,chr10,126517169,1206,0,NM_001033263,Agap2,126515963,126530225,+,-12823,NM_025982,Tspan31,126507317,126504346,-,Y,N,N,N,-262,CpG_End,CpG: 80,chr10,126516660,126517431,73.1,0.78,32.67,16.95,52.81,21.92,32.03,19.11,29.24833333,58.89,53.74,24.04,62.11,37.49,43.61,46.64666667,17.39833333,0.055028653,1.25941112,0,1
SmaI_mm9_102023,chr10,126535590,19627,0,NM_001033263,Agap2,126515963,126530225,+,-4274,NM_001171026,Os9,126558216,126531316,-,N,N,N,N,6567,CpG_End,CpG: 88,chr10,126528017,126529023,66.9,0.78,87.24,91.42,88.61,88.72,87.54,86.88,88.40166667,91.15,90.82,90.47,94.56,90.52,94.59,92.01833333,3.616666667,0.006558005,2.183228252,0,0
