ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,AvgWT,GfKoC1M1,GfKoC1M2,GfKoC1M3,GfKoC4F1,GfKoC4F2,GfKoC4F3,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_101089,chr10,114238797,-371,1,NM_146241,Trhde,114238426,113835877,-,276902,NM_173391,Tph2,114622078,114515699,-,Y,N,N,N,-460,CpG_End,CpG: 150,chr10,114237496,114239257,64.3,0.82,1.54,1.27,2.09,3.17,1.98,1.03,1.846666667,0.5,3.08,1.24,2.69,3.97,4.3,2.63,0.783333333,0.281122303,0.551104698,0,0
SmaI_mm9_10110,chr1,180335753,-259,1,NM_026626,Efcab2,180336012,180413380,+,-77322,NM_016805,Hnrnpu,180267915,180258431,-,N,N,N,N,-38,CpG_Start,CpG: 88,chr1,180335791,180336802,65.1,0.82,0,0,0,0,0,0.42,0.07,0,0,1.41,0,0,0,0.235,0.165,0.51625322,0.287137227,1,0
SmaI_mm9_101107,chr10,114752483,164,1,NM_024454,Rab21,114752647,114726918,-,25313,NM_133683,Tmem19,114799318,114777796,-,Y,GC_rich,Low_complexity,Low_complexity,272,CpG_Start,CpG: 52,chr10,114752211,114752763,57.5,1.15,0,0,0,0,0.32,0,0.053333333,0.28,0.32,0.1,0.35,0.52,0.5,0.345,0.291666667,0.005452762,2.263383421,0,1
SmaI_mm9_101108,chr10,114752752,-105,1,NM_024454,Rab21,114752647,114726918,-,25044,NM_133683,Tmem19,114799318,114777796,-,Y,N,N,N,-11,CpG_End,CpG: 52,chr10,114752211,114752763,57.5,1.15,0,0,0,0,0,0,0,1.71,0.27,0.75,0.29,0.27,0.38,0.611666667,0.611666667,0.024930798,1.603263817,0,0
SmaI_mm9_10111,chr1,180336212,200,1,NM_026626,Efcab2,180336012,180413380,+,-77168,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,421,CpG_Start,CpG: 88,chr1,180335791,180336802,65.1,0.82,0,0,0,0,0,0,0,0,0.19,0,0.51,0,0.22,0.153333333,0.153333333,0.092276831,1.034907328,0,1
SmaI_mm9_101113,chr10,114799193,125,1,NM_133683,Tmem19,114799318,114777796,-,7829,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,72,CpG_Start,CpG: 44,chr10,114799121,114799649,57.1,1.02,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.04,0.04,0.340893132,0.467381748,0,1
SmaI_mm9_101114,chr10,114799461,-143,1,NM_133683,Tmem19,114799318,114777796,-,7561,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,-188,CpG_End,CpG: 44,chr10,114799121,114799649,57.1,1.02,0,0,0,0,0,0,0,1.45,0.57,0.48,0.25,0.86,0.7,0.718333333,0.718333333,0.001668765,2.777604821,0,0
SmaI_mm9_101117,chr10,114821338,153,1,NM_025780,Thap2,114821491,114807022,-,-14316,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,30,CpG_Start,CpG: 156,chr10,114821308,114823017,64.1,0.89,0.16,0,0,0.19,0.25,0,0.1,0.75,0.53,0.86,0.3,1.21,0.6,0.708333333,0.608333333,0.001162288,2.934686136,0,1
SmaI_mm9_101118,chr10,114821634,-143,1,NM_025780,Thap2,114821491,114807022,-,-14612,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,326,CpG_Start,CpG: 156,chr10,114821308,114823017,64.1,0.89,0.15,0.16,0,0,0,0,0.051666667,0.69,0.5,0.4,0.34,0.16,0.25,0.39,0.338333333,0.002320687,2.634383477,0,0
SmaI_mm9_101126,chr10,114948905,75931,0,NM_010195,Lgr5,115024836,114887370,-,-61535,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,-75550,CpG_Start,CpG: 44,chr10,115024455,115024965,67.3,0.76,89.69,84.55,88.84,88.36,88.98,88.44,88.14333333,94.22,92.3,92.28,88.36,91.18,93.26,91.93333333,3.79,0.006733349,2.17176888,0,1
SmaI_mm9_101127,chr10,114949334,75502,0,NM_010195,Lgr5,115024836,114887370,-,-61964,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,-75121,CpG_Start,CpG: 44,chr10,115024455,115024965,67.3,0.76,67.33,62.21,63.73,71.28,78.1,65.74,68.065,91.19,67.87,88.05,62.2,69.17,74.39,75.47833333,7.413333333,0.193925134,0.712365899,0,1
SmaI_mm9_101136,chr10,115025034,-198,1,NM_010195,Lgr5,115024836,114887370,-,-137664,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,69,CpG_End,CpG: 44,chr10,115024455,115024965,67.3,0.76,0.32,0.3,1.19,0.66,0.45,0.58,0.583333333,0.56,0.54,0.99,1.02,1.28,1.24,0.938333333,0.355,0.088295823,1.054059843,1,0
SmaI_mm9_101137,chr10,115025278,-442,1,NM_010195,Lgr5,115024836,114887370,-,-137908,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,313,CpG_End,CpG: 44,chr10,115024455,115024965,67.3,0.76,0.31,0.3,0.4,0.98,0.88,0.89,0.626666667,0,0.46,0.29,0.61,0.81,0.57,0.456666667,-0.17,0.353118927,0.452079003,1,0
SmaI_mm9_101195,chr10,116018163,404,1,NM_001037848,Cnot2,116018567,115946847,-,-71316,NM_001037848,Cnot2,116018567,115946847,-,N,GC_rich,Low_complexity,Low_complexity,-61,CpG_Start,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0,0,0,0,0,0,0,0.35,0.18,0.37,0.19,0.3,0.231666667,0.231666667,0.002152081,2.667141386,1,1
SmaI_mm9_101196,chr10,116018397,170,1,NM_001037848,Cnot2,116018567,115946847,-,-71550,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,173,CpG_Start,CpG: 120,chr10,116018224,116019225,68.3,1.04,0.18,0,0,0,0,0,0.03,0.32,0.38,0.53,0.19,0.21,0.35,0.33,0.3,0.000467258,3.330443063,0,1
SmaI_mm9_101197,chr10,116018754,-187,1,NM_001037848,Cnot2,116018567,115946847,-,-71907,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,-471,CpG_End,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0,0.07,0.06,0,0,0.021666667,0.39,0.37,0.7,0.42,0.32,0.35,0.425,0.403333333,4.15E-05,4.382201755,0,0
SmaI_mm9_101198,chr10,116019048,-481,1,NM_001037848,Cnot2,116018567,115946847,-,-72201,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,-177,CpG_End,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0,0,0,0,0,0,0,0.12,0,0.16,0.1,0.04,0.07,0.07,0.027735556,1.556963119,0,0
SmaI_mm9_10121,chr1,180457924,-1332,0,NM_001161665,Kif26b,180459256,180862987,+,44544,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,505,CpG_Start,CpG: 270,chr1,180457419,180461026,62.6,0.76,0.24,0,0,0.24,0,0.19,0.111666667,0.79,0.47,0.39,0.24,1.12,0.35,0.56,0.448333333,0.01120352,1.950645519,0,0
SmaI_mm9_10122,chr1,180458182,-1074,0,NM_001161665,Kif26b,180459256,180862987,+,44802,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,763,CpG_Start,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.53,0,0.25,0,0,0.13,0.13,0.12,0.3,0.12,0.11,0.21,0.165,0.035,0.720140509,0.142582759,0,0
SmaI_mm9_101222,chr10,116387544,-108,1,NM_001003950,Rab3ip,116387436,116342840,-,-18617,NR_027846,D630029K05Rik,116403330,116406161,+,Y,GC_rich,Low_complexity,Low_complexity,-111,CpG_End,CpG: 112,chr10,116386795,116387655,67.6,1.14,0.21,0,0,0,0,0.27,0.08,0,0.12,0.27,0,0,0.12,0.085,0.005,0.942467346,0.025733688,0,0
SmaI_mm9_101223,chr10,116387845,-409,1,NM_001003950,Rab3ip,116387436,116342840,-,-18316,NR_027846,D630029K05Rik,116403330,116406161,+,N,G-rich,Low_complexity,Low_complexity,190,CpG_End,CpG: 112,chr10,116386795,116387655,67.6,1.14,0,0,0,0,0,0.28,0.046666667,0,0,0.26,0.13,0.32,0,0.118333333,0.071666667,0.361097947,0.44237498,1,0
SmaI_mm9_10125,chr1,180460669,1413,0,NM_001161665,Kif26b,180459256,180862987,+,47289,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,-357,CpG_End,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.21,0,0.24,0,0,0.075,1.12,0.41,0.84,0.3,0.93,1,0.766666667,0.691666667,0.000729356,3.137060271,0,1
SmaI_mm9_10126,chr1,180460915,1659,0,NM_001161665,Kif26b,180459256,180862987,+,47535,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,-111,CpG_End,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.2,0,0.23,0,0,0.071666667,0,0.06,0.1,0.28,0,0.23,0.111666667,0.04,0.56016378,0.251684976,0,1
SmaI_mm9_101270,chr10,116827650,-13621,0,NM_001013391,Cpsf6,116814029,116781724,-,-45926,NM_001013391,Cpsf6,116814029,116781724,-,N,N,N,N,13418,CpG_End,CpG: 156,chr10,116812877,116814232,65.6,1.07,15.35,15.97,17.58,27.84,18.37,15.46,18.42833333,23.64,17.8,22.78,17.77,21.53,18.83,20.39166667,1.963333333,0.396269245,0.402009633,0,0
SmaI_mm9_101271,chr10,116827878,-13849,0,NM_001013391,Cpsf6,116814029,116781724,-,-46154,NM_001013391,Cpsf6,116814029,116781724,-,N,B1_Mus1,SINE,Alu,13646,CpG_End,CpG: 156,chr10,116812877,116814232,65.6,1.07,20.4,23.05,28.27,33,28.77,22.06,25.925,22.57,23.73,23.48,26.52,24.15,21.89,23.72333333,-2.201666667,0.315329725,0.501235088,0,0
SmaI_mm9_101290,chr10,117066314,-242,1,NM_027468,Cpm,117066556,117124408,+,-58094,NM_027468,Cpm,117066556,117124408,+,Y,N,N,N,41,CpG_Start,CpG: 76,chr10,117066273,117067046,68.1,0.85,0,0.66,NA,0,NA,0,0.165,1.41,0,0.48,0.23,0.26,0.79,0.528333333,0.363333333,0.24566707,0.609653053,0,0
SmaI_mm9_101291,chr10,117066503,-53,1,NM_027468,Cpm,117066556,117124408,+,-57905,NM_027468,Cpm,117066556,117124408,+,Y,N,N,N,230,CpG_Start,CpG: 76,chr10,117066273,117067046,68.1,0.85,0,0.68,NA,0,NA,0.78,0.365,0,0.67,0.25,0,1.06,1.1,0.513333333,0.148333333,0.641215614,0.192995911,0,0
SmaI_mm9_101312,chr10,117282474,556,0,NM_024457,Rap1b,117283030,117251653,-,-30821,NM_024457,Rap1b,117283030,117251653,-,N,N,N,N,-385,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,0,0.2,0.033333333,0.53,0.14,0.51,0.07,0,0.07,0.22,0.186666667,0.09773046,1.009970058,1,1
SmaI_mm9_101313,chr10,117282760,270,1,NM_024457,Rap1b,117283030,117251653,-,-31107,NM_024457,Rap1b,117283030,117251653,-,N,GC_rich,Low_complexity,Low_complexity,-99,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,0,0.11,0.018333333,0.24,0.29,0.38,0.1,0.22,0.22,0.241666667,0.223333333,0.000330453,3.48089087,1,1
SmaI_mm9_101314,chr10,117283130,-100,1,NM_024457,Rap1b,117283030,117251653,-,-31477,NM_024457,Rap1b,117283030,117251653,-,Y,(CGGGG)n,Simple_repeat,Simple_repeat,271,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,0.43,0,0.071666667,0.33,0.39,1.23,0.45,1.02,0.41,0.638333333,0.566666667,0.008256697,2.083193662,0,0
SmaI_mm9_101378,chr10,118305488,471,1,NM_001014390,Dyrk2,118305959,118296405,-,-9083,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,449,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0,0,0,0.21,0.11,0.15,0.28,0.17,0.14,0.176666667,0.176666667,3.12E-05,4.506166558,0,1
SmaI_mm9_101379,chr10,118305718,241,1,NM_001014390,Dyrk2,118305959,118296405,-,-9313,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,679,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0,0,0,0.28,0,0.2,0.37,0.36,0.28,0.248333333,0.248333333,0.00122861,2.910586001,0,1
SmaI_mm9_101380,chr10,118305766,193,1,NM_001014390,Dyrk2,118305959,118296405,-,-9361,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,727,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0.35,0,0.058333333,0,0,0,0.2,0,0.24,0.073333333,0.015,0.844884122,0.073202852,0,1
SmaI_mm9_101381,chr10,118306200,-241,1,NM_001014390,Dyrk2,118305959,118296405,-,-9795,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,-342,CpG_End,CpG: 155,chr10,118305039,118306542,62.7,1.05,0.28,0,0,0,0,0,0.046666667,0.36,0,0,0,0,0.21,0.095,0.048333333,0.551857074,0.258173386,0,0
SmaI_mm9_101421,chr10,118676631,480,1,NM_027994,Cand1,118677111,118635868,-,-40763,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,376,CpG_Start,CpG: 135,chr10,118676255,118677449,71.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.038333333,0.038333333,0.340893132,0.467381748,0,1
SmaI_mm9_101422,chr10,118676946,165,1,NM_027994,Cand1,118677111,118635868,-,-41078,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,-503,CpG_End,CpG: 135,chr10,118676255,118677449,71.2,0.9,0,0,0,0,0,0,0,0.31,0.14,0.52,0.3,0,0,0.211666667,0.211666667,0.029041441,1.536981842,0,1
SmaI_mm9_101438,chr10,118890865,-505,1,NM_133442,Grip1,118891370,119512649,+,-254997,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,398,CpG_Start,CpG: 145,chr10,118890467,118891808,69.8,0.89,0,0.51,0,0.88,0,0.45,0.306666667,0,0.15,0,0.28,0,0.13,0.093333333,-0.213333333,0.203724784,0.690956134,0,0
SmaI_mm9_101439,chr10,118891202,-168,1,NM_133442,Grip1,118891370,119512649,+,-255334,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,-606,CpG_End,CpG: 145,chr10,118890467,118891808,69.8,0.89,0.24,0.51,0.34,0.3,0,0.71,0.35,0,0,0.4,0.54,0,0.16,0.183333333,-0.166666667,0.253618417,0.595819213,0,0
SmaI_mm9_101485,chr10,119550002,19,1,NM_080446,Helb,119550021,119520664,-,28708,NM_028679,Irak3,119638593,119578710,-,Y,N,N,N,337,CpG_Start,CpG: 53,chr10,119549665,119550387,58.8,0.85,0,0,0,0,0,0,0,0.17,0.54,0.91,0.75,0.38,1.02,0.628333333,0.628333333,0.000791682,3.101449247,0,1
SmaI_mm9_101486,chr10,119550238,-217,1,NM_080446,Helb,119550021,119520664,-,28472,NM_028679,Irak3,119638593,119578710,-,Y,N,N,N,-149,CpG_End,CpG: 53,chr10,119549665,119550387,58.8,0.85,0.4,0.28,0.39,0.4,0,0,0.245,1.02,1.03,1.32,1.03,1.3,0.94,1.106666667,0.861666667,8.17E-06,5.087868614,0,0
SmaI_mm9_101489,chr10,119638330,263,1,NM_028679,Irak3,119638593,119578710,-,-23623,NM_026617,Tmbim4,119645882,119661953,+,N,N,N,N,-17,CpG_Start,CpG: 65,chr10,119638347,119639024,64.6,0.92,0,0,0,1.14,0,0,0.19,0,0,0.14,0.31,0.34,0.44,0.205,0.015,0.943000226,0.025488203,1,1
SmaI_mm9_101490,chr10,119638527,66,1,NM_028679,Irak3,119638593,119578710,-,-23426,NM_026617,Tmbim4,119645882,119661953,+,Y,N,N,N,180,CpG_Start,CpG: 65,chr10,119638347,119639024,64.6,0.92,0.54,0,0,0,0,0,0.09,0.82,0.71,0.29,0.51,0.53,0.44,0.55,0.46,0.003094087,2.509467523,0,1
SmaI_mm9_101506,chr10,119865573,19593,0,NR_030434,Mir763,119885166,119885047,-,19474,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,13619,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,NA,15.93,23.28,23.03,NA,21.46,20.925,24.01,20.87,20.23,16.81,18.55,18.09,19.76,-1.165,0.552199219,0.257904212,0,0
SmaI_mm9_101507,chr10,119865754,19412,0,NR_030434,Mir763,119885166,119885047,-,19293,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,13800,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,22.64,12.88,23.58,22.59,22.13,20.23,20.675,19.61,18.12,17.67,11.61,16.1,17.42,16.755,-3.92,0.075501154,1.12204641,0,0
SmaI_mm9_101508,chr10,119869820,15346,0,NR_030434,Mir763,119885166,119885047,-,15227,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,17866,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,34.12,17.97,33.37,32.34,22.07,19.99,26.64333333,37.52,44.38,35.73,20.33,39.14,32.79,34.98166667,8.338333333,0.093263413,1.030288695,0,0
SmaI_mm9_101509,chr10,119870174,14992,0,NR_030434,Mir763,119885166,119885047,-,14873,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,18220,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,34.89,16.71,30.33,29.21,15.5,19.78,24.40333333,33.65,36.83,35.06,17.59,27.89,26.46,29.58,5.176666667,0.267692015,0.572364583,0,0
SmaI_mm9_101545,chr10,120251657,84370,0,NM_177092,Msrb3,120336027,120218157,-,-33500,NM_177092,Msrb3,120336027,120218157,-,N,N,N,N,-83767,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,90.67,89.49,89.8,90.69,91.51,89.92,90.34666667,97.1,87.83,95.79,90.49,90.29,91.69,92.19833333,1.851666667,0.239052765,0.621506229,0,1
SmaI_mm9_101546,chr10,120252018,84009,0,NM_177092,Msrb3,120336027,120218157,-,-33861,NM_177092,Msrb3,120336027,120218157,-,N,N,N,N,-83406,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,88.27,82.62,85.32,87.96,91.32,88.13,87.27,97.29,87.51,95.84,87.84,88.64,88.84,90.99333333,3.723333333,0.114857118,0.939842086,0,1
SmaI_mm9_101555,chr10,120335799,228,1,NM_177092,Msrb3,120336027,120218157,-,24668,NM_001081193,Lemd3,120416386,120360467,-,Y,N,N,N,375,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,0,0,0.3,0.22,0,0,0.086666667,0.36,0.42,0.61,0.76,1.61,0.97,0.788333333,0.701666667,0.005021808,2.29913992,0,1
SmaI_mm9_101556,chr10,120336153,-126,1,NM_177092,Msrb3,120336027,120218157,-,24314,NM_001081193,Lemd3,120416386,120360467,-,Y,N,N,N,-93,CpG_End,CpG: 100,chr10,120335424,120336246,71.9,0.94,0.24,0.21,0,0.23,0,0.21,0.148333333,0.39,0.6,0.32,0.49,1.27,0.59,0.61,0.461666667,0.010560855,1.976300912,0,0
SmaI_mm9_101605,chr10,120912806,500,0,NM_138956,Rassf3,120913306,120847407,-,-65399,NM_138956,Rassf3,120913306,120847407,-,Y,N,N,N,246,CpG_Start,CpG: 113,chr10,120912560,120913850,66.6,0.81,0,0,0,0,0,0,0,0,0,0.5,0.11,0,0.08,0.115,0.115,0.178154179,0.749203986,0,1
SmaI_mm9_101606,chr10,120913201,105,1,NM_138956,Rassf3,120913306,120847407,-,-65794,NM_138956,Rassf3,120913306,120847407,-,Y,GC_rich,Low_complexity,Low_complexity,641,CpG_Start,CpG: 113,chr10,120912560,120913850,66.6,0.81,0,0,0.29,0,0,0,0.048333333,0,0.1,0,0,0,0,0.016666667,-0.031666667,0.549514989,0.260020457,0,1
SmaI_mm9_101631,chr10,121062873,499,1,NM_001081056,Xpot,121063372,121024436,-,-38437,NM_001081056,Xpot,121063372,121024436,-,N,N,N,N,-99,CpG_Start,CpG: 94,chr10,121062972,121063763,70.3,0.96,0,0,0,0.31,0,0,0.051666667,0.63,0.89,0,0.28,0.75,0.34,0.481666667,0.43,0.01431459,1.844221094,1,1
SmaI_mm9_101632,chr10,121063310,62,1,NM_001081056,Xpot,121063372,121024436,-,-38874,NM_001081056,Xpot,121063372,121024436,-,Y,N,N,N,338,CpG_Start,CpG: 94,chr10,121062972,121063763,70.3,0.96,0,0,0,0,0,0,0,0.63,1.17,0,0,0,0.17,0.328333333,0.328333333,0.124171729,0.90597727,0,1
SmaI_mm9_101634,chr10,121063555,-183,1,NM_001081056,Xpot,121063372,121024436,-,-39119,NM_001081056,Xpot,121063372,121024436,-,Y,N,N,N,-208,CpG_End,CpG: 94,chr10,121062972,121063763,70.3,0.96,0,0,0,0,NA,0,0,0.9,0.34,0.9,0,0,0.23,0.395,0.395,0.063068689,1.200186194,0,0
SmaI_mm9_101730,chr10,122171831,56013,0,NM_176919,Ppm1h,122115818,122359030,+,-187199,NM_176919,Ppm1h,122115818,122359030,+,N,N,N,N,55297,CpG_End,CpG: 99,chr10,122115686,122116534,73.6,0.86,96.68,96.05,99.38,97.63,99.24,97.76,97.79,99.73,97.87,99.5,96.88,98.58,97.44,98.33333333,0.543333333,0.465943416,0.331666821,0,1
SmaI_mm9_101731,chr10,122172049,56231,0,NM_176919,Ppm1h,122115818,122359030,+,-186981,NM_176919,Ppm1h,122115818,122359030,+,N,N,N,N,55515,CpG_End,CpG: 99,chr10,122115686,122116534,73.6,0.86,94.64,97.08,98.75,96.55,97.62,93.56,96.36666667,99.63,95.83,98.82,96.03,97.4,97.8,97.585,1.218333333,0.250602995,0.601013743,0,1
SmaI_mm9_101760,chr10,122398457,24323,0,NR_029527,Mirlet7i,122422780,122422696,-,15608,NM_001110218,Ppm1h,122115818,122382849,+,N,N,N,N,-23824,CpG_Start,CpG: 141,chr10,122422281,122423664,55.7,1.33,86.21,85.74,86.46,87.96,90.34,83.49,86.7,88.24,80.74,91.91,84.58,81.74,89.62,86.13833333,-0.561666667,0.790522206,0.102085926,0,0
SmaI_mm9_101761,chr10,122398753,24027,0,NR_029527,Mirlet7i,122422780,122422696,-,15904,NM_001110218,Ppm1h,122115818,122382849,+,N,N,N,N,-23528,CpG_Start,CpG: 141,chr10,122422281,122423664,55.7,1.33,80.75,79.59,83.93,81.55,85.96,80.83,82.10166667,87.94,75.46,90.03,77.33,78.32,82.68,81.96,-0.141666667,0.958014073,0.018628111,0,0
SmaI_mm9_101785,chr10,122701999,867,0,NM_182807,Fam19a2,122701132,123178035,+,-151699,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,502,CpG_Start,CpG: 133,chr10,122701497,122702845,66.3,0.9,0.7,0.33,0.27,0.74,0.6,0.61,0.541666667,0.4,1.11,0.16,0.75,0.17,0.78,0.561666667,0.02,0.911129654,0.040419818,0,1
SmaI_mm9_101786,chr10,122702311,1179,0,NM_182807,Fam19a2,122701132,123178035,+,-152011,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,-534,CpG_End,CpG: 133,chr10,122701497,122702845,66.3,0.9,0.94,0.87,0.87,1.81,1.2,1.02,1.118333333,1.13,2.16,0.47,1.78,2.28,1.28,1.516666667,0.398333333,0.237623479,0.62411065,0,1
SmaI_mm9_101787,chr10,122702581,1449,0,NM_182807,Fam19a2,122701132,123178035,+,-152281,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,-264,CpG_End,CpG: 133,chr10,122701497,122702845,66.3,0.9,0.83,0.38,0,1.39,0,1.08,0.613333333,0.73,3.75,1.2,1.76,0.83,1.8,1.678333333,1.065,0.06378346,1.195291923,0,1
SmaI_mm9_101903,chr10,125403637,362,1,NM_177152,Lrig3,125403275,125452415,+,-48778,NM_177152,Lrig3,125403275,125452415,+,Y,N,N,N,-340,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,0,0.57,0,0.59,0.42,0.26,0.306666667,1.7,0.56,0.4,0.75,0.77,0.29,0.745,0.438333333,0.089084858,1.05019611,0,1
SmaI_mm9_101904,chr10,125403848,573,0,NM_177152,Lrig3,125403275,125452415,+,-48567,NM_177152,Lrig3,125403275,125452415,+,Y,N,N,N,-129,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,0.32,0.32,0.21,0.33,0,0,0.196666667,0.43,0.2,0.76,0.48,0.81,0.56,0.54,0.343333333,0.012133277,1.916021873,0,1
SmaI_mm9_101905,chr10,125404199,924,0,NM_177152,Lrig3,125403275,125452415,+,-48216,NM_177152,Lrig3,125403275,125452415,+,N,N,N,N,222,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,0,0.44,0.9,0.24,0,0.21,0.298333333,0.26,0.38,0.19,0.82,0,0.72,0.395,0.096666667,0.620515904,0.207247083,1,1
SmaI_mm9_10196,chr1,181510130,33470,0,NM_146105,Cnst,181476660,181557604,+,-47474,NM_146105,Cnst,181476660,181557604,+,N,N,N,N,33114,CpG_End,CpG: 107,chr1,181476048,181477016,66.4,1.01,46.07,62.56,50.5,69.56,67.07,66.32,60.34666667,51.45,44.85,38.68,60.81,54,54.73,50.75333333,-9.593333333,0.089323657,1.049033505,0,1
SmaI_mm9_101964,chr10,126300493,37934,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,4993,NM_026858,Xrcc6bp1,126338427,126305486,-,N,N,N,N,-37515,CpG_Start,CpG: 54,chr10,126338008,126338510,74,0.79,98.81,97.82,97.18,96.07,98.65,97.09,97.60333333,98.65,97.69,99.04,98.38,95.61,98.62,97.99833333,0.395,0.565235417,0.247770634,0,0
SmaI_mm9_101965,chr10,126300769,37658,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,4717,NM_026858,Xrcc6bp1,126338427,126305486,-,N,B2_Mm2,SINE,B2,-37239,CpG_Start,CpG: 54,chr10,126338008,126338510,74,0.79,33.04,36.34,44.26,53.21,44.3,38.41,41.59333333,56.76,29.81,48.81,32.7,35.95,31.74,39.295,-2.298333333,0.676403358,0.169794245,0,0
SmaI_mm9_10197,chr1,181510480,33820,0,NM_146105,Cnst,181476660,181557604,+,-47124,NM_146105,Cnst,181476660,181557604,+,N,N,N,N,33464,CpG_End,CpG: 107,chr1,181476048,181477016,66.4,1.01,11.54,14.21,15.16,25.49,15.88,17.15,16.57166667,20.43,12.79,14.54,19.68,15.9,12.36,15.95,-0.621666667,0.800464623,0.096657857,0,1
SmaI_mm9_101973,chr10,126365515,-27088,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,-41210,NM_001159559,Xrcc6bp1,126338427,126324305,-,Y,N,N,N,122,CpG_Start,CpG: 29,chr10,126365393,126365692,72.7,0.73,0,0,0,0,0,0,0,0,0.09,0.07,0.04,0.16,0.05,0.068333333,0.068333333,0.011468626,1.9404886,0,0
SmaI_mm9_101974,chr10,126365769,-27342,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,-41464,NM_001159559,Xrcc6bp1,126338427,126324305,-,N,N,N,N,77,CpG_End,CpG: 29,chr10,126365393,126365692,72.7,0.73,0.39,0,0,0.19,0.24,0,0.136666667,0.19,0,0,0.13,0.24,0.05,0.101666667,-0.035,0.66515374,0.177077963,1,0
