ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,SPFC1M1,SPFC1M2,SPFC2M1,SPFC2M2,SPFC3M1,SPFC3M2,AvgGF,AvgSPF,SPF.GF,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_10103,chr1,180266564,1351,0,NM_016805,Hnrnpu,180267915,180258431,-,-8133,NM_016805,Hnrnpu,180267915,180258431,-,Y,N,N,N,13,CpG_Start,CpG: 200,chr1,180266551,180268143,70.8,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_10104,chr1,180266958,957,0,NM_016805,Hnrnpu,180267915,180258431,-,-8527,NM_016805,Hnrnpu,180267915,180258431,-,Y,N,N,N,407,CpG_Start,CpG: 200,chr1,180266551,180268143,70.8,1.03,0.16,0,0,0.19,0.38,0,0,0,0,0,0,0,0.121666667,0,-0.121666667,0.080296031,1.095305921,0,1
SmaI_mm9_10105,chr1,180267541,374,1,NM_016805,Hnrnpu,180267915,180258431,-,-9110,NM_016805,Hnrnpu,180267915,180258431,-,Y,N,N,N,-602,CpG_End,CpG: 200,chr1,180266551,180268143,70.8,1.03,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.041666667,0.041666667,0.340893132,0.467381748,0,1
SmaI_mm9_10106,chr1,180267777,138,1,NM_016805,Hnrnpu,180267915,180258431,-,-9346,NM_016805,Hnrnpu,180267915,180258431,-,Y,N,N,N,-366,CpG_End,CpG: 200,chr1,180266551,180268143,70.8,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_101088,chr10,114238538,-112,1,NM_146241,Trhde,114238426,113835877,-,277161,NM_173391,Tph2,114622078,114515699,-,Y,N,N,N,-719,CpG_End,CpG: 150,chr10,114237496,114239257,64.3,0.82,3.08,3.64,3.35,5.93,2,1.71,4.67,4.4,5.96,10.78,7.44,5.48,3.285,6.455,3.17,0.020136828,1.696008939,0,0
SmaI_mm9_101089,chr10,114238797,-371,1,NM_146241,Trhde,114238426,113835877,-,276902,NM_173391,Tph2,114622078,114515699,-,Y,N,N,N,-460,CpG_End,CpG: 150,chr10,114237496,114239257,64.3,0.82,1.54,1.27,2.09,3.17,1.98,1.03,4.28,1.04,4.6,5.18,2.82,4.3,1.846666667,3.703333333,1.856666667,0.023351057,1.631693456,0,0
SmaI_mm9_10110,chr1,180335753,-259,1,NM_026626,Efcab2,180336012,180413380,+,-77322,NM_016805,Hnrnpu,180267915,180258431,-,N,N,N,N,-38,CpG_Start,CpG: 88,chr1,180335791,180336802,65.1,0.82,0,0,0,0,0,0.42,0,0,0,0,0,0,0.07,0,-0.07,0.340893132,0.467381748,1,0
SmaI_mm9_101107,chr10,114752483,164,1,NM_024454,Rab21,114752647,114726918,-,25313,NM_133683,Tmem19,114799318,114777796,-,Y,GC_rich,Low_complexity,Low_complexity,272,CpG_Start,CpG: 52,chr10,114752211,114752763,57.5,1.15,0,0,0,0,0.32,0,0,0,0.18,0,0.28,0,0.053333333,0.076666667,0.023333333,0.756552802,0.121160756,0,1
SmaI_mm9_101108,chr10,114752752,-105,1,NM_024454,Rab21,114752647,114726918,-,25044,NM_133683,Tmem19,114799318,114777796,-,Y,N,N,N,-11,CpG_End,CpG: 52,chr10,114752211,114752763,57.5,1.15,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.03,0.03,0.340893132,0.467381748,0,0
SmaI_mm9_10111,chr1,180336212,200,1,NM_026626,Efcab2,180336012,180413380,+,-77168,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,421,CpG_Start,CpG: 88,chr1,180335791,180336802,65.1,0.82,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0.035,0.035,0.340893132,0.467381748,0,1
SmaI_mm9_101113,chr10,114799193,125,1,NM_133683,Tmem19,114799318,114777796,-,7829,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,72,CpG_Start,CpG: 44,chr10,114799121,114799649,57.1,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_101114,chr10,114799461,-143,1,NM_133683,Tmem19,114799318,114777796,-,7561,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,-188,CpG_End,CpG: 44,chr10,114799121,114799649,57.1,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_101117,chr10,114821338,153,1,NM_025780,Thap2,114821491,114807022,-,-14316,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,30,CpG_Start,CpG: 156,chr10,114821308,114823017,64.1,0.89,0.16,0,0,0.19,0.25,0,0,0,0.16,0,0.24,0,0.1,0.066666667,-0.033333333,0.610727085,0.214152819,0,1
SmaI_mm9_101118,chr10,114821634,-143,1,NM_025780,Thap2,114821491,114807022,-,-14612,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,326,CpG_Start,CpG: 156,chr10,114821308,114823017,64.1,0.89,0.15,0.16,0,0,0,0,0,0.25,0,0,0,0,0.051666667,0.041666667,-0.01,0.854030003,0.068526872,0,0
SmaI_mm9_10112,chr1,180336704,692,0,NM_026626,Efcab2,180336012,180413380,+,-76676,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,-98,CpG_End,CpG: 88,chr1,180335791,180336802,65.1,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_101126,chr10,114948905,75931,0,NM_010195,Lgr5,115024836,114887370,-,-61535,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,-75550,CpG_Start,CpG: 44,chr10,115024455,115024965,67.3,0.76,89.69,84.55,88.84,88.36,88.98,88.44,85.54,87.15,89.12,86.46,91.05,86.59,88.14333333,87.65166667,-0.491666667,0.6698203,0.174041695,0,1
SmaI_mm9_101127,chr10,114949334,75502,0,NM_010195,Lgr5,115024836,114887370,-,-61964,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,-75121,CpG_Start,CpG: 44,chr10,115024455,115024965,67.3,0.76,67.33,62.21,63.73,71.28,78.1,65.74,56.78,62.46,68.45,63.77,68.8,58.54,68.065,63.13333333,-4.931666667,0.145483831,0.837185271,0,1
SmaI_mm9_101136,chr10,115025034,-198,1,NM_010195,Lgr5,115024836,114887370,-,-137664,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,69,CpG_End,CpG: 44,chr10,115024455,115024965,67.3,0.76,0.32,0.3,1.19,0.66,0.45,0.58,0.51,0.44,1.64,0.29,1.27,0,0.583333333,0.691666667,0.108333333,0.715895855,0.145150152,1,0
SmaI_mm9_101137,chr10,115025278,-442,1,NM_010195,Lgr5,115024836,114887370,-,-137908,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,313,CpG_End,CpG: 44,chr10,115024455,115024965,67.3,0.76,0.31,0.3,0.4,0.98,0.88,0.89,2.52,0.67,1.68,0.88,1.28,0.47,0.626666667,1.25,0.623333333,0.093682378,1.028342094,1,0
SmaI_mm9_101195,chr10,116018163,404,1,NM_001037848,Cnot2,116018567,115946847,-,-71316,NM_001037848,Cnot2,116018567,115946847,-,N,GC_rich,Low_complexity,Low_complexity,-61,CpG_Start,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0,0,0,0,0,0,0.35,0,0,0,0.42,0,0.128333333,0.128333333,0.147157374,0.832217971,1,1
SmaI_mm9_101196,chr10,116018397,170,1,NM_001037848,Cnot2,116018567,115946847,-,-71550,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,173,CpG_Start,CpG: 120,chr10,116018224,116019225,68.3,1.04,0.18,0,0,0,0,0,0,0.08,0,0,0,0,0.03,0.013333333,-0.016666667,0.622691357,0.205727162,0,1
SmaI_mm9_101197,chr10,116018754,-187,1,NM_001037848,Cnot2,116018567,115946847,-,-71907,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,-471,CpG_End,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0,0.07,0.06,0,0,0,0.05,0.11,0,0.08,0.09,0.021666667,0.055,0.033333333,0.18726588,0.727541344,0,0
SmaI_mm9_101198,chr10,116019048,-481,1,NM_001037848,Cnot2,116018567,115946847,-,-72201,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,-177,CpG_End,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.015,0.015,0.340893132,0.467381748,0,0
SmaI_mm9_10121,chr1,180457924,-1332,0,NM_001161665,Kif26b,180459256,180862987,+,44544,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,505,CpG_Start,CpG: 270,chr1,180457419,180461026,62.6,0.76,0.24,0,0,0.24,0,0.19,0.19,0,0.35,0,0,0.35,0.111666667,0.148333333,0.036666667,0.681347928,0.16663106,0,0
SmaI_mm9_10122,chr1,180458182,-1074,0,NM_001161665,Kif26b,180459256,180862987,+,44802,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,763,CpG_Start,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.53,0,0.25,0,0,0.19,0,0,0.21,0,0,0.13,0.066666667,-0.063333333,0.537744998,0.269423621,0,0
SmaI_mm9_101222,chr10,116387544,-108,1,NM_001003950,Rab3ip,116387436,116342840,-,-18617,NR_027846,D630029K05Rik,116403330,116406161,+,Y,GC_rich,Low_complexity,Low_complexity,-111,CpG_End,CpG: 112,chr10,116386795,116387655,67.6,1.14,0.21,0,0,0,0,0.27,0,0,0,0,0,0,0.08,0,-0.08,0.149133846,0.826423782,0,0
SmaI_mm9_101223,chr10,116387845,-409,1,NM_001003950,Rab3ip,116387436,116342840,-,-18316,NR_027846,D630029K05Rik,116403330,116406161,+,N,G-rich,Low_complexity,Low_complexity,190,CpG_End,CpG: 112,chr10,116386795,116387655,67.6,1.14,0,0,0,0,0,0.28,0.19,0.17,0,0,0.33,0.19,0.046666667,0.146666667,0.1,0.182608804,0.738478288,1,0
SmaI_mm9_10125,chr1,180460669,1413,0,NM_001161665,Kif26b,180459256,180862987,+,47289,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,-357,CpG_End,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.21,0,0.24,0,0,0,0.16,0,0,0.26,0.16,0.075,0.096666667,0.021666667,0.749471418,0.125244925,0,1
SmaI_mm9_10126,chr1,180460915,1659,0,NM_001161665,Kif26b,180459256,180862987,+,47535,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,-111,CpG_End,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.2,0,0.23,0,0,0,0.15,0,0,0.26,0,0.071666667,0.068333333,-0.003333333,0.959698264,0.017865291,0,1
SmaI_mm9_101270,chr10,116827650,-13621,0,NM_001013391,Cpsf6,116814029,116781724,-,-45926,NM_001013391,Cpsf6,116814029,116781724,-,N,N,N,N,13418,CpG_End,CpG: 156,chr10,116812877,116814232,65.6,1.07,15.35,15.97,17.58,27.84,18.37,15.46,29.57,14.33,37.49,18.17,19.98,18.48,18.42833333,23.00333333,4.575,0.286257641,0.543242912,0,0
SmaI_mm9_101271,chr10,116827878,-13849,0,NM_001013391,Cpsf6,116814029,116781724,-,-46154,NM_001013391,Cpsf6,116814029,116781724,-,N,B1_Mus1,SINE,Alu,13646,CpG_End,CpG: 156,chr10,116812877,116814232,65.6,1.07,20.4,23.05,28.27,33,28.77,22.06,36.6,20.34,44.5,28.36,30.9,20.03,25.925,30.12166667,4.196666667,0.357274196,0.446998349,0,0
SmaI_mm9_101290,chr10,117066314,-242,1,NM_027468,Cpm,117066556,117124408,+,-58094,NM_027468,Cpm,117066556,117124408,+,Y,N,N,N,41,CpG_Start,CpG: 76,chr10,117066273,117067046,68.1,0.85,0,0.66,NA,0,NA,0,0,0,0,0,NA,0.62,0.165,0.124,-0.041,0.844870737,0.073209732,0,0
SmaI_mm9_101291,chr10,117066503,-53,1,NM_027468,Cpm,117066556,117124408,+,-57905,NM_027468,Cpm,117066556,117124408,+,Y,N,N,N,230,CpG_Start,CpG: 76,chr10,117066273,117067046,68.1,0.85,0,0.68,NA,0,NA,0.78,0,0.57,0,0,NA,0,0.365,0.114,-0.251,0.304347003,0.516630971,0,0
SmaI_mm9_101300,chr10,117182775,639,0,NM_029875,Slc35e3,117183414,117170734,-,4924,NM_134010,Nup107,117229761,117187699,-,N,N,N,N,-419,CpG_Start,CpG: 52,chr10,117183194,117183542,71.1,1.2,0,0,0.72,0,0,0,0.79,0.6,0,0,0,0,0.12,0.231666667,0.111666667,0.571682154,0.242845365,1,1
SmaI_mm9_101312,chr10,117282474,556,0,NM_024457,Rap1b,117283030,117251653,-,-30821,NM_024457,Rap1b,117283030,117251653,-,N,N,N,N,-385,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,0,0.2,0,0,0,0,0,0,0.033333333,0,-0.033333333,0.340893132,0.467381748,1,1
SmaI_mm9_101313,chr10,117282760,270,1,NM_024457,Rap1b,117283030,117251653,-,-31107,NM_024457,Rap1b,117283030,117251653,-,N,GC_rich,Low_complexity,Low_complexity,-99,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,0,0.11,0,0,0,0.17,0,0,0.018333333,0.028333333,0.01,0.773049206,0.111792862,1,1
SmaI_mm9_101314,chr10,117283130,-100,1,NM_024457,Rap1b,117283030,117251653,-,-31477,NM_024457,Rap1b,117283030,117251653,-,Y,(CGGGG)n,Simple_repeat,Simple_repeat,271,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,0.43,0,0,0,0,0,NA,NA,0.071666667,0,-0.071666667,0.446813334,0.349873875,0,0
SmaI_mm9_101378,chr10,118305488,471,1,NM_001014390,Dyrk2,118305959,118296405,-,-9083,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,449,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_101379,chr10,118305718,241,1,NM_001014390,Dyrk2,118305959,118296405,-,-9313,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,679,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0.038333333,0.038333333,0.340893132,0.467381748,0,1
SmaI_mm9_101380,chr10,118305766,193,1,NM_001014390,Dyrk2,118305959,118296405,-,-9361,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,727,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0.35,0,0,0,0,0,0,0.3,0.058333333,0.05,-0.008333333,0.915772183,0.038212553,0,1
SmaI_mm9_101381,chr10,118306200,-241,1,NM_001014390,Dyrk2,118305959,118296405,-,-9795,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,-342,CpG_End,CpG: 155,chr10,118305039,118306542,62.7,1.05,0.28,0,0,0,0,0,0,0,0,0,0,0,0.046666667,0,-0.046666667,0.340893132,0.467381748,0,0
SmaI_mm9_101421,chr10,118676631,480,1,NM_027994,Cand1,118677111,118635868,-,-40763,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,376,CpG_Start,CpG: 135,chr10,118676255,118677449,71.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.041666667,0.041666667,0.340893132,0.467381748,0,1
SmaI_mm9_101422,chr10,118676946,165,1,NM_027994,Cand1,118677111,118635868,-,-41078,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,-503,CpG_End,CpG: 135,chr10,118676255,118677449,71.2,0.9,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.041666667,0.041666667,0.340893132,0.467381748,0,1
SmaI_mm9_101438,chr10,118890865,-505,1,NM_133442,Grip1,118891370,119512649,+,-254997,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,398,CpG_Start,CpG: 145,chr10,118890467,118891808,69.8,0.89,0,0.51,0,0.88,0,0.45,1.04,0.22,0.82,1.36,0.35,0.23,0.306666667,0.67,0.363333333,0.169534036,0.770743099,0,0
SmaI_mm9_101439,chr10,118891202,-168,1,NM_133442,Grip1,118891370,119512649,+,-255334,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,-606,CpG_End,CpG: 145,chr10,118890467,118891808,69.8,0.89,0.24,0.51,0.34,0.3,0,0.71,1.15,0.45,0.53,0.27,0.71,0.24,0.35,0.558333333,0.208333333,0.247316593,0.606746745,0,0
SmaI_mm9_101440,chr10,118891712,342,1,NM_133442,Grip1,118891370,119512649,+,-255844,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,-96,CpG_End,CpG: 145,chr10,118890467,118891808,69.8,0.89,0,0,NA,0,0,0,NA,0,2.22,0,1.67,0,0,0.778,0.778,0.146842055,0.833149546,0,1
SmaI_mm9_101485,chr10,119550002,19,1,NM_080446,Helb,119550021,119520664,-,28708,NM_028679,Irak3,119638593,119578710,-,Y,N,N,N,337,CpG_Start,CpG: 53,chr10,119549665,119550387,58.8,0.85,0,0,0,0,0,0,0.23,0.24,0.3,0.33,0,0.25,0,0.225,0.225,0.000815524,3.088563254,0,1
SmaI_mm9_101486,chr10,119550238,-217,1,NM_080446,Helb,119550021,119520664,-,28472,NM_028679,Irak3,119638593,119578710,-,Y,N,N,N,-149,CpG_End,CpG: 53,chr10,119549665,119550387,58.8,0.85,0.4,0.28,0.39,0.4,0,0,0,0,0,0,0,0,0.245,0,-0.245,0.011725416,1.93087174,0,0
SmaI_mm9_101489,chr10,119638330,263,1,NM_028679,Irak3,119638593,119578710,-,-23623,NM_026617,Tmbim4,119645882,119661953,+,N,N,N,N,-17,CpG_Start,CpG: 65,chr10,119638347,119639024,64.6,0.92,0,0,0,1.14,0,0,0,0,0,0.49,0.62,0,0.19,0.185,-0.005,0.982612593,0.007617674,1,1
SmaI_mm9_101490,chr10,119638527,66,1,NM_028679,Irak3,119638593,119578710,-,-23426,NM_026617,Tmbim4,119645882,119661953,+,Y,N,N,N,180,CpG_Start,CpG: 65,chr10,119638347,119639024,64.6,0.92,0.54,0,0,0,0,0,0.78,0,0,0,0,0,0.09,0.13,0.04,0.805406497,0.093984871,0,1
SmaI_mm9_101506,chr10,119865573,19593,0,NR_030434,Mir763,119885166,119885047,-,19474,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,13619,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,NA,15.93,23.28,23.03,NA,21.46,24.05,25.5,29.27,24.35,22.95,20.91,20.925,24.505,3.58,0.106635877,0.972096655,0,0
SmaI_mm9_101507,chr10,119865754,19412,0,NR_030434,Mir763,119885166,119885047,-,19293,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,13800,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,22.64,12.88,23.58,22.59,22.13,20.23,21.02,23.27,29.77,21.12,22.55,16.98,20.675,22.45166667,1.776666667,0.468849889,0.328966182,0,0
SmaI_mm9_101508,chr10,119869820,15346,0,NR_030434,Mir763,119885166,119885047,-,15227,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,17866,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,34.12,17.97,33.37,32.34,22.07,19.99,25.55,34.91,45.44,29.81,23.01,26.32,26.64333333,30.84,4.196666667,0.375633578,0.425235593,0,0
SmaI_mm9_101509,chr10,119870174,14992,0,NR_030434,Mir763,119885166,119885047,-,14873,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,18220,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,34.89,16.71,30.33,29.21,15.5,19.78,26.01,27.04,35.48,31.71,28.27,22.9,24.40333333,28.56833333,4.165,0.295335759,0.529683966,0,0
SmaI_mm9_101517,chr10,119914002,-11,1,NM_010441,Hmga2,119913991,119798331,-,-28955,NR_030434,Mir763,119885166,119885047,-,Y,N,N,N,-664,CpG_End,CpG: 214,chr10,119911976,119914666,58.9,0.92,0,0,0,0.55,0.5,0,0.62,0,1.39,0.47,0,0.81,0.175,0.548333333,0.373333333,0.154071122,0.812278755,0,0
SmaI_mm9_101518,chr10,119914488,-497,1,NM_010441,Hmga2,119913991,119798331,-,-29441,NR_030434,Mir763,119885166,119885047,-,Y,N,N,N,-178,CpG_End,CpG: 214,chr10,119911976,119914666,58.9,0.92,0,0,0,0.58,0,0,0,0,0,0,0,0,0.096666667,0,-0.096666667,0.340893132,0.467381748,0,0
SmaI_mm9_101545,chr10,120251657,84370,0,NM_177092,Msrb3,120336027,120218157,-,-33500,NM_177092,Msrb3,120336027,120218157,-,N,N,N,N,-83767,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,90.67,89.49,89.8,90.69,91.51,89.92,83.61,88.44,93.21,86.64,88.36,86.49,90.34666667,87.79166667,-2.555,0.084494801,1.073170013,0,1
SmaI_mm9_101546,chr10,120252018,84009,0,NM_177092,Msrb3,120336027,120218157,-,-33861,NM_177092,Msrb3,120336027,120218157,-,N,N,N,N,-83406,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,88.27,82.62,85.32,87.96,91.32,88.13,79.67,85.73,88.32,83.32,86.98,81.49,87.27,84.25166667,-3.018333333,0.12879998,0.890084204,0,1
SmaI_mm9_101555,chr10,120335799,228,1,NM_177092,Msrb3,120336027,120218157,-,24668,NM_001081193,Lemd3,120416386,120360467,-,Y,N,N,N,375,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,0,0,0.3,0.22,0,0,0,0.21,0.23,0,0,0,0.086666667,0.073333333,-0.013333333,0.857929911,0.066548191,0,1
SmaI_mm9_101556,chr10,120336153,-126,1,NM_177092,Msrb3,120336027,120218157,-,24314,NM_001081193,Lemd3,120416386,120360467,-,Y,N,N,N,-93,CpG_End,CpG: 100,chr10,120335424,120336246,71.9,0.94,0.24,0.21,0,0.23,0,0.21,0,0,0,0.27,0,0,0.148333333,0.045,-0.103333333,0.143941451,0.841814124,0,0
SmaI_mm9_101605,chr10,120912806,500,0,NM_138956,Rassf3,120913306,120847407,-,-65399,NM_138956,Rassf3,120913306,120847407,-,Y,N,N,N,246,CpG_Start,CpG: 113,chr10,120912560,120913850,66.6,0.81,0,0,0,0,0,0,0.27,0,0,0.25,0,0,0,0.086666667,0.086666667,0.145327538,0.837652084,0,1
SmaI_mm9_101606,chr10,120913201,105,1,NM_138956,Rassf3,120913306,120847407,-,-65794,NM_138956,Rassf3,120913306,120847407,-,Y,GC_rich,Low_complexity,Low_complexity,641,CpG_Start,CpG: 113,chr10,120912560,120913850,66.6,0.81,0,0,0.29,0,0,0,0,0,0,0,0,0,0.048333333,0,-0.048333333,0.340893132,0.467381748,0,1
SmaI_mm9_101613,chr10,120956781,-43475,0,NM_138956,Rassf3,120913306,120847407,-,26734,NM_019786,Tbk1,121023850,120983515,-,N,B4,SINE,B4,42931,CpG_End,CpG: 113,chr10,120912560,120913850,66.6,0.81,54.75,55.95,58.49,56.76,64.88,54.48,44.83,50.23,43.31,50.72,48.44,50.39,57.55166667,47.98666667,-9.565,0.000869201,3.060879783,0,0
SmaI_mm9_101614,chr10,120957239,-43933,0,NM_138956,Rassf3,120913306,120847407,-,26276,NM_019786,Tbk1,121023850,120983515,-,N,ID,SINE,ID,43389,CpG_End,CpG: 113,chr10,120912560,120913850,66.6,0.81,96.86,95.6,97.21,97.37,97.13,95.74,97.69,94.62,93.81,98.22,95.75,95.66,96.65166667,95.95833333,-0.693333333,0.387808636,0.411382524,0,0
SmaI_mm9_101631,chr10,121062873,499,1,NM_001081056,Xpot,121063372,121024436,-,-38437,NM_001081056,Xpot,121063372,121024436,-,N,N,N,N,-99,CpG_Start,CpG: 94,chr10,121062972,121063763,70.3,0.96,0,0,0,0.31,0,0,0,0,0,0,0.41,0,0.051666667,0.068333333,0.016666667,0.849640017,0.070765041,1,1
SmaI_mm9_101632,chr10,121063310,62,1,NM_001081056,Xpot,121063372,121024436,-,-38874,NM_001081056,Xpot,121063372,121024436,-,Y,N,N,N,338,CpG_Start,CpG: 94,chr10,121062972,121063763,70.3,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SmaI_mm9_101634,chr10,121063555,-183,1,NM_001081056,Xpot,121063372,121024436,-,-39119,NM_001081056,Xpot,121063372,121024436,-,Y,N,N,N,-208,CpG_End,CpG: 94,chr10,121062972,121063763,70.3,0.96,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_101730,chr10,122171831,56013,0,NM_176919,Ppm1h,122115818,122359030,+,-187199,NM_176919,Ppm1h,122115818,122359030,+,N,N,N,N,55297,CpG_End,CpG: 99,chr10,122115686,122116534,73.6,0.86,96.68,96.05,99.38,97.63,99.24,97.76,96.68,96.75,95.69,98.39,96.7,99.11,97.79,97.22,-0.57,0.466161587,0.331463516,0,1
SmaI_mm9_101731,chr10,122172049,56231,0,NM_176919,Ppm1h,122115818,122359030,+,-186981,NM_176919,Ppm1h,122115818,122359030,+,N,N,N,N,55515,CpG_End,CpG: 99,chr10,122115686,122116534,73.6,0.86,94.64,97.08,98.75,96.55,97.62,93.56,94.19,95.91,97.43,95.51,94.23,95.46,96.36666667,95.455,-0.911666667,0.349326262,0.456768763,0,1
SmaI_mm9_101749,chr10,122323496,99284,0,NR_029527,Mirlet7i,122422780,122422696,-,-35534,NM_176919,Ppm1h,122115818,122359030,+,N,N,N,N,83828,CpG_End,CpG: 28,chr10,122239332,122239668,66.2,0.76,44.8,39.83,44.83,55.86,54.11,40.52,47.03,41.93,45.6,46.29,53.43,43.71,46.65833333,46.33166667,-0.326666667,0.920933607,0.035771678,0,0
SmaI_mm9_101750,chr10,122323967,98813,0,NR_029527,Mirlet7i,122422780,122422696,-,-35063,NM_176919,Ppm1h,122115818,122359030,+,N,N,N,N,84299,CpG_End,CpG: 28,chr10,122239332,122239668,66.2,0.76,67.95,57.94,63.84,69.76,73.24,62.41,61.18,57.62,52.37,63.3,68.07,62.24,65.85666667,60.79666667,-5.06,0.137834567,0.860641854,0,0
SmaI_mm9_101760,chr10,122398457,24323,0,NR_029527,Mirlet7i,122422780,122422696,-,15608,NM_001110218,Ppm1h,122115818,122382849,+,N,N,N,N,-23824,CpG_Start,CpG: 141,chr10,122422281,122423664,55.7,1.33,86.21,85.74,86.46,87.96,90.34,83.49,88.17,85.42,86.96,89.36,88.67,86.47,86.7,87.50833333,0.808333333,0.485205297,0.314074467,0,0
SmaI_mm9_101761,chr10,122398753,24027,0,NR_029527,Mirlet7i,122422780,122422696,-,15904,NM_001110218,Ppm1h,122115818,122382849,+,N,N,N,N,-23528,CpG_Start,CpG: 141,chr10,122422281,122423664,55.7,1.33,80.75,79.59,83.93,81.55,85.96,80.83,73.48,77.03,81.16,79.22,81.81,77.69,82.10166667,78.39833333,-3.703333333,0.04095729,1.387668787,0,0
SmaI_mm9_101785,chr10,122701999,867,0,NM_182807,Fam19a2,122701132,123178035,+,-151699,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,502,CpG_Start,CpG: 133,chr10,122701497,122702845,66.3,0.9,0.7,0.33,0.27,0.74,0.6,0.61,0.76,0.39,1.22,0.51,0.49,0.71,0.541666667,0.68,0.138333333,0.365580773,0.437016653,0,1
