ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,SPFC1M1,SPFC1M2,SPFC2M1,SPFC2M2,SPFC3M1,SPFC3M2,AvgWT,SpfKoC4M1,SpfKoC4M2,SpfKoC4M5,SpfKoC5M1,SpfKoC5M3,SpfKoC5M4,AvgKO,KO.WT,ttest2,pttest2,cgi.shore,in.gene
SmaI_mm9_101089,chr10,114238797,-371,1,NM_146241,Trhde,114238426,113835877,-,276902,NM_173391,Tph2,114622078,114515699,-,Y,N,N,N,-460,CpG_End,CpG: 150,chr10,114237496,114239257,64.3,0.82,4.28,1.04,4.6,5.18,2.82,4.3,3.703333333,6.53,10.81,7.54,7.29,9.82,10.7,8.781666667,5.078333334,0.000436163,3.360351572,0,0
SmaI_mm9_10110,chr1,180335753,-259,1,NM_026626,Efcab2,180336012,180413380,+,-77322,NM_016805,Hnrnpu,180267915,180258431,-,N,N,N,N,-38,CpG_Start,CpG: 88,chr1,180335791,180336802,65.1,0.82,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,0
SmaI_mm9_101107,chr10,114752483,164,1,NM_024454,Rab21,114752647,114726918,-,25313,NM_133683,Tmem19,114799318,114777796,-,Y,GC_rich,Low_complexity,Low_complexity,272,CpG_Start,CpG: 52,chr10,114752211,114752763,57.5,1.15,0,0,0.18,0,0.28,0,0.076666667,0.47,0.2,0.22,0.32,0.09,0.54,0.306666667,0.23,0.023505046,1.628838901,0,1
SmaI_mm9_101108,chr10,114752752,-105,1,NM_024454,Rab21,114752647,114726918,-,25044,NM_133683,Tmem19,114799318,114777796,-,Y,N,N,N,-11,CpG_End,CpG: 52,chr10,114752211,114752763,57.5,1.15,0,0,0,0,0,0.18,0.03,1.05,0.62,0.62,0.43,0.45,0.46,0.605,0.575,0.000187973,3.725903766,0,0
SmaI_mm9_10111,chr1,180336212,200,1,NM_026626,Efcab2,180336012,180413380,+,-77168,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,421,CpG_Start,CpG: 88,chr1,180335791,180336802,65.1,0.82,0,0,0,0.21,0,0,0.035,0,0,0,0,0,0.68,0.113333333,0.078333333,0.523916291,0.280738097,0,1
SmaI_mm9_101113,chr10,114799193,125,1,NM_133683,Tmem19,114799318,114777796,-,7829,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,72,CpG_Start,CpG: 44,chr10,114799121,114799649,57.1,1.02,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.033333333,0.033333333,0.340893132,0.467381748,0,1
SmaI_mm9_101114,chr10,114799461,-143,1,NM_133683,Tmem19,114799318,114777796,-,7561,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,-188,CpG_End,CpG: 44,chr10,114799121,114799649,57.1,1.02,0,0,0,0,0,0,0,0.4,0.42,0.4,0,0,0.2,0.236666667,0.236666667,0.015938353,1.797556564,0,0
SmaI_mm9_101117,chr10,114821338,153,1,NM_025780,Thap2,114821491,114807022,-,-14316,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,30,CpG_Start,CpG: 156,chr10,114821308,114823017,64.1,0.89,0,0,0.16,0,0.24,0,0.066666667,0.45,0.52,0.48,1.05,0.88,0.46,0.64,0.573333333,0.000518874,3.284938253,0,1
SmaI_mm9_101118,chr10,114821634,-143,1,NM_025780,Thap2,114821491,114807022,-,-14612,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,326,CpG_Start,CpG: 156,chr10,114821308,114823017,64.1,0.89,0,0.25,0,0,0,0,0.041666667,0.29,0.36,0,0.33,0,0,0.163333333,0.121666666,0.180853118,0.742673999,0,0
SmaI_mm9_101126,chr10,114948905,75931,0,NM_010195,Lgr5,115024836,114887370,-,-61535,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,-75550,CpG_Start,CpG: 44,chr10,115024455,115024965,67.3,0.76,85.54,87.15,89.12,86.46,91.05,86.59,87.65166667,93.75,92.19,93.17,91.78,91.97,91.97,92.47166667,4.82,0.000313343,3.503980208,0,1
SmaI_mm9_101127,chr10,114949334,75502,0,NM_010195,Lgr5,115024836,114887370,-,-61964,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,-75121,CpG_Start,CpG: 44,chr10,115024455,115024965,67.3,0.76,56.78,62.46,68.45,63.77,68.8,58.54,63.13333333,78.08,70.5,68.12,65.84,70.47,72.44,70.90833333,7.775,0.014872535,1.827614992,0,1
SmaI_mm9_101136,chr10,115025034,-198,1,NM_010195,Lgr5,115024836,114887370,-,-137664,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,69,CpG_End,CpG: 44,chr10,115024455,115024965,67.3,0.76,0.51,0.44,1.64,0.29,1.27,0,0.691666667,1.54,2.31,2.05,1.93,2.32,2.87,2.17,1.478333333,0.00084444,3.073431368,1,0
SmaI_mm9_101137,chr10,115025278,-442,1,NM_010195,Lgr5,115024836,114887370,-,-137908,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,313,CpG_End,CpG: 44,chr10,115024455,115024965,67.3,0.76,2.52,0.67,1.68,0.88,1.28,0.47,1.25,1.68,1.18,0.94,1.82,1.85,1.78,1.541666667,0.291666667,0.420834654,0.375888505,1,0
SmaI_mm9_101195,chr10,116018163,404,1,NM_001037848,Cnot2,116018567,115946847,-,-71316,NM_001037848,Cnot2,116018567,115946847,-,N,GC_rich,Low_complexity,Low_complexity,-61,CpG_Start,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0.35,0,0,0,0.42,0.128333333,0.14,0.14,0.55,0.18,0,0.31,0.22,0.091666667,0.434269192,0.36224098,1,1
SmaI_mm9_101196,chr10,116018397,170,1,NM_001037848,Cnot2,116018567,115946847,-,-71550,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,173,CpG_Start,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0.08,0,0,0,0,0.013333333,0.63,0.46,0.42,0.32,0.09,0.44,0.393333333,0.38,0.000459019,3.338169182,0,1
SmaI_mm9_101197,chr10,116018754,-187,1,NM_001037848,Cnot2,116018567,115946847,-,-71907,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,-471,CpG_End,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0.05,0.11,0,0.08,0.09,0.055,0.19,0.35,0.51,0.43,0.26,0.06,0.3,0.245,0.005585062,2.252971995,0,0
SmaI_mm9_101198,chr10,116019048,-481,1,NM_001037848,Cnot2,116018567,115946847,-,-72201,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,-177,CpG_End,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0.09,0,0,0,0,0.015,0,0.07,0.09,0.25,0,0,0.068333333,0.053333333,0.238233659,0.622996879,0,0
SmaI_mm9_10121,chr1,180457924,-1332,0,NM_001161665,Kif26b,180459256,180862987,+,44544,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,505,CpG_Start,CpG: 270,chr1,180457419,180461026,62.6,0.76,0.19,0,0.35,0,0,0.35,0.148333333,0.26,0.54,0.74,0.46,0.42,0.18,0.433333333,0.285,0.024732553,1.606731046,0,0
SmaI_mm9_10122,chr1,180458182,-1074,0,NM_001161665,Kif26b,180459256,180862987,+,44802,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,763,CpG_Start,CpG: 270,chr1,180457419,180461026,62.6,0.76,0.19,0,0,0.21,0,0,0.066666667,0.35,0.27,0.31,0.19,0.17,0.18,0.245,0.178333333,0.006712656,2.173105637,0,0
SmaI_mm9_101222,chr10,116387544,-108,1,NM_001003950,Rab3ip,116387436,116342840,-,-18617,NR_027846,D630029K05Rik,116403330,116406161,+,Y,GC_rich,Low_complexity,Low_complexity,-111,CpG_End,CpG: 112,chr10,116386795,116387655,67.6,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SmaI_mm9_101223,chr10,116387845,-409,1,NM_001003950,Rab3ip,116387436,116342840,-,-18316,NR_027846,D630029K05Rik,116403330,116406161,+,N,G-rich,Low_complexity,Low_complexity,190,CpG_End,CpG: 112,chr10,116386795,116387655,67.6,1.14,0.19,0.17,0,0,0.33,0.19,0.146666667,0,0,0,0.32,0,0.29,0.101666667,-0.045,0.598479417,0.222950781,1,0
SmaI_mm9_10125,chr1,180460669,1413,0,NM_001161665,Kif26b,180459256,180862987,+,47289,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,-357,CpG_End,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.16,0,0,0.26,0.16,0.096666667,0.64,0.84,0.32,0.52,0.57,0.41,0.55,0.453333333,0.000406113,3.391352602,0,1
SmaI_mm9_10126,chr1,180460915,1659,0,NM_001161665,Kif26b,180459256,180862987,+,47535,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,-111,CpG_End,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.15,0,0,0.26,0,0.068333333,0,0.44,0.2,0.19,0.26,0.47,0.26,0.191666667,0.046909731,1.328737059,0,1
SmaI_mm9_101270,chr10,116827650,-13621,0,NM_001013391,Cpsf6,116814029,116781724,-,-45926,NM_001013391,Cpsf6,116814029,116781724,-,N,N,N,N,13418,CpG_End,CpG: 156,chr10,116812877,116814232,65.6,1.07,29.57,14.33,37.49,18.17,19.98,18.48,23.00333333,40.88,36.59,34.87,26.89,37.08,46.4,37.11833333,14.115,0.009836107,2.007176743,0,0
SmaI_mm9_101271,chr10,116827878,-13849,0,NM_001013391,Cpsf6,116814029,116781724,-,-46154,NM_001013391,Cpsf6,116814029,116781724,-,N,B1_Mus1,SINE,Alu,13646,CpG_End,CpG: 156,chr10,116812877,116814232,65.6,1.07,36.6,20.34,44.5,28.36,30.9,20.03,30.12166667,52.43,46.51,36.81,35.19,50.13,60.21,46.88,16.75833333,0.012304258,1.909944563,0,0
SmaI_mm9_101290,chr10,117066314,-242,1,NM_027468,Cpm,117066556,117124408,+,-58094,NM_027468,Cpm,117066556,117124408,+,Y,N,N,N,41,CpG_Start,CpG: 76,chr10,117066273,117067046,68.1,0.85,0,0,0,0,NA,0.62,0.124,0,0.62,0.53,0,1.1,0.43,0.446666667,0.322666667,0.173660674,0.760298518,0,0
SmaI_mm9_101291,chr10,117066503,-53,1,NM_027468,Cpm,117066556,117124408,+,-57905,NM_027468,Cpm,117066556,117124408,+,Y,N,N,N,230,CpG_Start,CpG: 76,chr10,117066273,117067046,68.1,0.85,0,0.57,0,0,NA,0,0.114,0.34,0,0,0.43,0.18,0.22,0.195,0.081,0.547868321,0.26132381,0,0
SmaI_mm9_101312,chr10,117282474,556,0,NM_024457,Rap1b,117283030,117251653,-,-30821,NM_024457,Rap1b,117283030,117251653,-,N,N,N,N,-385,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,0,0,0,0,0.37,0.14,0,0.14,0.27,0.153333333,0.153333333,0.028551603,1.54436951,1,1
SmaI_mm9_101313,chr10,117282760,270,1,NM_024457,Rap1b,117283030,117251653,-,-31107,NM_024457,Rap1b,117283030,117251653,-,N,GC_rich,Low_complexity,Low_complexity,-99,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0.17,0,0,0.028333333,0.32,0.37,0,0.23,0.11,0.3,0.221666667,0.193333334,0.013063316,1.883946574,1,1
SmaI_mm9_101314,chr10,117283130,-100,1,NM_024457,Rap1b,117283030,117251653,-,-31477,NM_024457,Rap1b,117283030,117251653,-,Y,(CGGGG)n,Simple_repeat,Simple_repeat,271,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,NA,NA,0,0.42,0,1.06,0.91,0.77,0.35,0.585,0.585,0.020395038,1.69047548,0,0
SmaI_mm9_101378,chr10,118305488,471,1,NM_001014390,Dyrk2,118305959,118296405,-,-9083,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,449,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0,0,0,0.18,0.26,0.24,0.34,0,0.14,0.193333333,0.193333333,0.002342394,2.630340078,0,1
SmaI_mm9_101379,chr10,118305718,241,1,NM_001014390,Dyrk2,118305959,118296405,-,-9313,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,679,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0.23,0,0,0,0,0,0.038333333,0,0.27,0.22,0.19,0,0.29,0.161666667,0.123333334,0.089153391,1.049862134,0,1
SmaI_mm9_101380,chr10,118305766,193,1,NM_001014390,Dyrk2,118305959,118296405,-,-9361,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,727,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0,0.3,0.05,0.82,0,0,0.7,0,0,0.253333333,0.203333333,0.255456067,0.592683778,0,1
SmaI_mm9_101381,chr10,118306200,-241,1,NM_001014390,Dyrk2,118305959,118296405,-,-9795,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,-342,CpG_End,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0,0,0,0.5,0,0.46,0,0.38,0,0.223333333,0.223333333,0.051675671,1.286713877,0,0
SmaI_mm9_101421,chr10,118676631,480,1,NM_027994,Cand1,118677111,118635868,-,-40763,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,376,CpG_Start,CpG: 135,chr10,118676255,118677449,71.2,0.9,0,0,0,0,0,0.25,0.041666667,0,0,0.6,0.32,0,0,0.153333333,0.111666666,0.34048223,0.467905549,0,1
SmaI_mm9_101422,chr10,118676946,165,1,NM_027994,Cand1,118677111,118635868,-,-41078,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,-503,CpG_End,CpG: 135,chr10,118676255,118677449,71.2,0.9,0,0.25,0,0,0,0,0.041666667,0,0,0.3,0,0.4,0,0.116666667,0.075,0.402109579,0.395655581,0,1
SmaI_mm9_101438,chr10,118890865,-505,1,NM_133442,Grip1,118891370,119512649,+,-254997,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,398,CpG_Start,CpG: 145,chr10,118890467,118891808,69.8,0.89,1.04,0.22,0.82,1.36,0.35,0.23,0.67,1.45,1.83,0.67,0.31,0.83,0.9,0.998333333,0.328333333,0.295089823,0.530045768,0,0
SmaI_mm9_101439,chr10,118891202,-168,1,NM_133442,Grip1,118891370,119512649,+,-255334,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,-606,CpG_End,CpG: 145,chr10,118890467,118891808,69.8,0.89,1.15,0.45,0.53,0.27,0.71,0.24,0.558333333,1.06,1.8,0.61,1.11,0.51,2.01,1.183333333,0.625,0.053054051,1.275281448,0,0
SmaI_mm9_101485,chr10,119550002,19,1,NM_080446,Helb,119550021,119520664,-,28708,NM_028679,Irak3,119638593,119578710,-,Y,N,N,N,337,CpG_Start,CpG: 53,chr10,119549665,119550387,58.8,0.85,0.23,0.24,0.3,0.33,0,0.25,0.225,0.63,0.73,0.37,0.63,0.54,0.43,0.555,0.33,0.001112974,2.953515087,0,1
SmaI_mm9_101486,chr10,119550238,-217,1,NM_080446,Helb,119550021,119520664,-,28472,NM_028679,Irak3,119638593,119578710,-,Y,N,N,N,-149,CpG_End,CpG: 53,chr10,119549665,119550387,58.8,0.85,0,0,0,0,0,0,0,0.98,1.32,1.14,1.27,0.89,1.08,1.113333333,1.113333333,1.40E-08,7.853280577,0,0
SmaI_mm9_101489,chr10,119638330,263,1,NM_028679,Irak3,119638593,119578710,-,-23623,NM_026617,Tmbim4,119645882,119661953,+,N,N,N,N,-17,CpG_Start,CpG: 65,chr10,119638347,119639024,64.6,0.92,0,0,0,0.49,0.62,0,0.185,0.71,0.54,1.04,0.22,0.32,0.53,0.56,0.375,0.049642821,1.304143547,1,1
SmaI_mm9_101490,chr10,119638527,66,1,NM_028679,Irak3,119638593,119578710,-,-23426,NM_026617,Tmbim4,119645882,119661953,+,Y,N,N,N,180,CpG_Start,CpG: 65,chr10,119638347,119639024,64.6,0.92,0.78,0,0,0,0,0,0.13,0.2,0.54,0.3,0.45,0.32,0.41,0.37,0.24,0.115097261,0.938935011,0,1
SmaI_mm9_101506,chr10,119865573,19593,0,NR_030434,Mir763,119885166,119885047,-,19474,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,13619,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,24.05,25.5,29.27,24.35,22.95,20.91,24.505,24.97,26.57,27.21,20.96,25.05,29.28,25.67333333,1.16833333,0.486791716,0.312656821,0,0
SmaI_mm9_101507,chr10,119865754,19412,0,NR_030434,Mir763,119885166,119885047,-,19293,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,13800,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,21.02,23.27,29.77,21.12,22.55,16.98,22.45166667,21.23,25.09,23.31,19.99,26.53,28.03,24.03,1.57833333,0.475647676,0.322714621,0,0
SmaI_mm9_101508,chr10,119869820,15346,0,NR_030434,Mir763,119885166,119885047,-,15227,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,17866,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,25.55,34.91,45.44,29.81,23.01,26.32,30.84,33.44,41.57,40.18,37.57,34,30.7,36.24333333,5.40333333,0.183878347,0.735469408,0,0
SmaI_mm9_101509,chr10,119870174,14992,0,NR_030434,Mir763,119885166,119885047,-,14873,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,18220,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,26.01,27.04,35.48,31.71,28.27,22.9,28.56833333,22.72,23.6,29.41,24.79,22.82,22.13,24.245,-4.32333333,0.068838814,1.162166618,0,0
SmaI_mm9_101545,chr10,120251657,84370,0,NM_177092,Msrb3,120336027,120218157,-,-33500,NM_177092,Msrb3,120336027,120218157,-,N,N,N,N,-83767,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,83.61,88.44,93.21,86.64,88.36,86.49,87.79166667,94.06,93.28,90.13,89.46,88.6,88.93,90.74333333,2.95166666,0.096993689,1.013256521,0,1
SmaI_mm9_101546,chr10,120252018,84009,0,NM_177092,Msrb3,120336027,120218157,-,-33861,NM_177092,Msrb3,120336027,120218157,-,N,N,N,N,-83406,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,79.67,85.73,88.32,83.32,86.98,81.49,84.25166667,84.51,85.08,83.36,83.72,78.17,82.56,82.9,-1.35166667,0.444211524,0.352410178,0,1
SmaI_mm9_101555,chr10,120335799,228,1,NM_177092,Msrb3,120336027,120218157,-,24668,NM_001081193,Lemd3,120416386,120360467,-,Y,N,N,N,375,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,0,0.21,0.23,0,0,0,0.073333333,0.83,0.71,1.73,1.74,0.45,1.43,1.148333333,1.075,0.000928766,3.032093557,0,1
SmaI_mm9_101556,chr10,120336153,-126,1,NM_177092,Msrb3,120336027,120218157,-,24314,NM_001081193,Lemd3,120416386,120360467,-,Y,N,N,N,-93,CpG_End,CpG: 100,chr10,120335424,120336246,71.9,0.94,0,0,0,0.27,0,0,0.045,0.91,0,0.48,0,1.42,0.76,0.595,0.55,0.037976518,1.420484859,0,0
SmaI_mm9_101605,chr10,120912806,500,0,NM_138956,Rassf3,120913306,120847407,-,-65399,NM_138956,Rassf3,120913306,120847407,-,Y,N,N,N,246,CpG_Start,CpG: 113,chr10,120912560,120913850,66.6,0.81,0.27,0,0,0.25,0,0,0.086666667,0,0,0,0,0,0.41,0.068333333,-0.018333334,0.838498305,0.076497811,0,1
SmaI_mm9_101606,chr10,120913201,105,1,NM_138956,Rassf3,120913306,120847407,-,-65794,NM_138956,Rassf3,120913306,120847407,-,Y,GC_rich,Low_complexity,Low_complexity,641,CpG_Start,CpG: 113,chr10,120912560,120913850,66.6,0.81,0,0,0,0,0,0,0,0,0.25,0.33,0.4,0,0.38,0.226666667,0.226666667,0.012608582,1.899333758,0,1
SmaI_mm9_101631,chr10,121062873,499,1,NM_001081056,Xpot,121063372,121024436,-,-38437,NM_001081056,Xpot,121063372,121024436,-,N,N,N,N,-99,CpG_Start,CpG: 94,chr10,121062972,121063763,70.3,0.96,0,0,0,0,0.41,0,0.068333333,1.11,0,0,1.13,0,0.74,0.496666667,0.428333334,0.103620811,0.984553011,1,1
SmaI_mm9_101632,chr10,121063310,62,1,NM_001081056,Xpot,121063372,121024436,-,-38874,NM_001081056,Xpot,121063372,121024436,-,Y,N,N,N,338,CpG_Start,CpG: 94,chr10,121062972,121063763,70.3,0.96,0,0,0,0,0,0,0,2.24,0,0,1.08,0,0.77,0.681666667,0.681666667,0.091094654,1.040507108,0,1
SmaI_mm9_101634,chr10,121063555,-183,1,NM_001081056,Xpot,121063372,121024436,-,-39119,NM_001081056,Xpot,121063372,121024436,-,Y,N,N,N,-208,CpG_End,CpG: 94,chr10,121062972,121063763,70.3,0.96,0,0,0,0,0,0,0,0.19,0.94,0,0.47,0,0.39,0.331666667,0.331666667,0.04548629,1.342119479,0,0
SmaI_mm9_101730,chr10,122171831,56013,0,NM_176919,Ppm1h,122115818,122359030,+,-187199,NM_176919,Ppm1h,122115818,122359030,+,N,N,N,N,55297,CpG_End,CpG: 99,chr10,122115686,122116534,73.6,0.86,96.68,96.75,95.69,98.39,96.7,99.11,97.22,96.78,95.87,96,95.19,91.01,94.08,94.82166667,-2.39833333,0.036408066,1.438802396,0,1
SmaI_mm9_101731,chr10,122172049,56231,0,NM_176919,Ppm1h,122115818,122359030,+,-186981,NM_176919,Ppm1h,122115818,122359030,+,N,N,N,N,55515,CpG_End,CpG: 99,chr10,122115686,122116534,73.6,0.86,94.19,95.91,97.43,95.51,94.23,95.46,95.455,89.12,92.78,94.19,94.33,89.15,91.78,91.89166667,-3.56333333,0.00767297,2.115036504,0,1
SmaI_mm9_101760,chr10,122398457,24323,0,NR_029527,Mirlet7i,122422780,122422696,-,15608,NM_001110218,Ppm1h,122115818,122382849,+,N,N,N,N,-23824,CpG_Start,CpG: 141,chr10,122422281,122423664,55.7,1.33,88.17,85.42,86.96,89.36,88.67,86.47,87.50833333,82,85.98,86.11,81.33,80.58,81.8,82.96666667,-4.54166666,0.002938705,2.531843944,0,0
SmaI_mm9_101761,chr10,122398753,24027,0,NR_029527,Mirlet7i,122422780,122422696,-,15904,NM_001110218,Ppm1h,122115818,122382849,+,N,N,N,N,-23528,CpG_Start,CpG: 141,chr10,122422281,122423664,55.7,1.33,73.48,77.03,81.16,79.22,81.81,77.69,78.39833333,75.84,77.76,80.48,76.16,69.4,70.97,75.10166667,-3.29666666,0.149504569,0.825345534,0,0
SmaI_mm9_101785,chr10,122701999,867,0,NM_182807,Fam19a2,122701132,123178035,+,-151699,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,502,CpG_Start,CpG: 133,chr10,122701497,122702845,66.3,0.9,0.76,0.39,1.22,0.51,0.49,0.71,0.68,3.44,1.8,2.62,1.92,3.02,3.03,2.638333333,1.958333333,5.78E-05,4.238416913,0,1
SmaI_mm9_101786,chr10,122702311,1179,0,NM_182807,Fam19a2,122701132,123178035,+,-152011,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,-534,CpG_End,CpG: 133,chr10,122701497,122702845,66.3,0.9,0.97,1.57,2.23,1.71,0.57,1.57,1.436666667,3.51,3.34,2.84,3.35,4.2,4.32,3.593333333,2.156666666,6.89E-05,4.161530994,0,1
SmaI_mm9_101787,chr10,122702581,1449,0,NM_182807,Fam19a2,122701132,123178035,+,-152281,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,-264,CpG_End,CpG: 133,chr10,122701497,122702845,66.3,0.9,3.69,2.41,2.55,2.71,1.13,1.44,2.321666667,7.17,4.18,4.65,4.72,6.79,4.81,5.386666667,3.065,0.000718045,3.143848076,0,1
SmaI_mm9_101903,chr10,125403637,362,1,NM_177152,Lrig3,125403275,125452415,+,-48778,NM_177152,Lrig3,125403275,125452415,+,Y,N,N,N,-340,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,1.99,0.25,2.27,1.73,0.42,0.27,1.155,3.81,3.67,4.21,1.8,5.15,6.72,4.226666667,3.071666667,0.002594493,2.585947571,0,1
SmaI_mm9_101904,chr10,125403848,573,0,NM_177152,Lrig3,125403275,125452415,+,-48567,NM_177152,Lrig3,125403275,125452415,+,Y,N,N,N,-129,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,0.32,0.29,0.81,0.34,0.22,0.13,0.351666667,0.89,0.99,1.12,1.65,1.66,2.69,1.5,1.148333333,0.002685,2.571055726,0,1
SmaI_mm9_101905,chr10,125404199,924,0,NM_177152,Lrig3,125403275,125452415,+,-48216,NM_177152,Lrig3,125403275,125452415,+,N,N,N,N,222,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,0.71,0.21,1.36,0.22,0.58,0.36,0.573333333,3.46,1.1,0.79,1.04,2.59,1.93,1.818333333,1.245,0.022667081,1.644604403,1,1
SmaI_mm9_10196,chr1,181510130,33470,0,NM_146105,Cnst,181476660,181557604,+,-47474,NM_146105,Cnst,181476660,181557604,+,N,N,N,N,33114,CpG_End,CpG: 107,chr1,181476048,181477016,66.4,1.01,61.26,46.06,41.22,61,68.29,50.48,54.71833333,58.66,70.69,69.39,61.09,58.54,68.63,64.5,9.78166667,0.070750743,1.150268993,0,1
SmaI_mm9_101964,chr10,126300493,37934,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,4993,NM_026858,Xrcc6bp1,126338427,126305486,-,N,N,N,N,-37515,CpG_Start,CpG: 54,chr10,126338008,126338510,74,0.79,97.76,96.96,98.44,97.29,98.27,96.68,97.56666667,96.41,95.58,97,95.55,95.27,96.07,95.98,-1.58666667,0.002329215,2.632790373,0,0
SmaI_mm9_101965,chr10,126300769,37658,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,4717,NM_026858,Xrcc6bp1,126338427,126305486,-,N,B2_Mm2,SINE,B2,-37239,CpG_Start,CpG: 54,chr10,126338008,126338510,74,0.79,55.96,40.88,54.28,40.85,54.97,45.42,48.72666667,50.38,54.42,41.03,41.35,48.74,49.44,47.56,-1.16666667,0.755278064,0.121893129,0,0
SmaI_mm9_10197,chr1,181510480,33820,0,NM_146105,Cnst,181476660,181557604,+,-47124,NM_146105,Cnst,181476660,181557604,+,N,N,N,N,33464,CpG_End,CpG: 107,chr1,181476048,181477016,66.4,1.01,26.5,12.9,33.65,21.48,25.7,14.13,22.39333333,39.98,50.95,35.09,26.99,45.46,48.42,41.14833333,18.755,0.003325209,2.478181109,0,1
SmaI_mm9_101973,chr10,126365515,-27088,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,-41210,NM_001159559,Xrcc6bp1,126338427,126324305,-,Y,N,N,N,122,CpG_Start,CpG: 29,chr10,126365393,126365692,72.7,0.73,0,0,0.24,0,0,0,0.04,0.12,0.25,0.3,0.3,0.06,0.28,0.218333333,0.178333333,0.011734879,1.930521374,0,0
SmaI_mm9_101974,chr10,126365769,-27342,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,-41464,NM_001159559,Xrcc6bp1,126338427,126324305,-,N,N,N,N,77,CpG_End,CpG: 29,chr10,126365393,126365692,72.7,0.73,0.5,0.11,0.65,0.45,0,0.24,0.325,0.24,0.5,0.54,0.22,0.41,0.28,0.365,0.04,0.737993366,0.131947542,1,0
