ID,Chromosome,Position,Distance2TSS_GeneA,In.prom,RefSeq_GeneA,Name_GeneA,TSS_GeneA,TSE_GeneA,Strand_GeneA,Distance2TSE_GeneB,RefSeq_GeneB,Name_GeneB,TSS_GeneB,TSE_GeneB,Strand_GeneB,inCpG,RepeatName,RepeatClass,RepeatFamily,Distance2CpG,Which_CpG_Edge,CpG_Name,CpG_Chr,CpG_Start,CpG_End,CpG_perGc,CpG_obsExp,GF3_1,GF4_1,GF5_1,GF6_1,GF7_1,GF8_1,AvgWT,GfKoAomC2M1,GfKoAomC2M2,GfKoAomC3M1,GfKoAomC5F1,GfKoAomC5F2,GfKoAomC5F3,AvgKO,KO.WT,ttest2,pttest2,cgi.shore
SmaI_mm9_101114,chr10,114799461,-143,1,NM_133683,Tmem19,114799318,114777796,-,7561,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,-188,CpG_End,CpG: 44,chr10,114799121,114799649,57.1,1.02,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.016666667,0.016666667,0.340893132,0.467381748,0
SmaI_mm9_101117,chr10,114821338,153,1,NM_025780,Thap2,114821491,114807022,-,-14316,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,30,CpG_Start,CpG: 156,chr10,114821308,114823017,64.1,0.89,0.16,0,0,0.19,0.25,0,0.1,0,0,0,0.23,0.07,0,0.05,-0.05,0.422027249,0.374659507,0
SmaI_mm9_101118,chr10,114821634,-143,1,NM_025780,Thap2,114821491,114807022,-,-14612,NM_025780,Thap2,114821491,114807022,-,Y,N,N,N,326,CpG_Start,CpG: 156,chr10,114821308,114823017,64.1,0.89,0.15,0.16,0,0,0,0,0.051666667,0.1,0.21,0.08,0,0,0,0.065,0.013333333,0.783955594,0.105708537,0
SmaI_mm9_101136,chr10,115025034,-198,1,NM_010195,Lgr5,115024836,114887370,-,-137664,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,69,CpG_End,CpG: 44,chr10,115024455,115024965,67.3,0.76,0.32,0.3,1.19,0.66,0.45,0.58,0.583333333,1.39,0.21,0.59,0.26,0.21,0.16,0.47,-0.113333333,0.642053079,0.192429067,1
SmaI_mm9_101137,chr10,115025278,-442,1,NM_010195,Lgr5,115024836,114887370,-,-137908,NM_010195,Lgr5,115024836,114887370,-,N,N,N,N,313,CpG_End,CpG: 44,chr10,115024455,115024965,67.3,0.76,0.31,0.3,0.4,0.98,0.88,0.89,0.626666667,1.33,0.72,0.68,0.09,0.5,0.08,0.566666667,-0.06,0.800542156,0.096615794,1
SmaI_mm9_101195,chr10,116018163,404,1,NM_001037848,Cnot2,116018567,115946847,-,-71316,NM_001037848,Cnot2,116018567,115946847,-,N,GC_rich,Low_complexity,Low_complexity,-61,CpG_Start,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0,0,0,0,0,0,0.05,0.12,0.06,0.32,0.16,0.12,0.138333333,0.138333333,0.006170777,2.209660166,1
SmaI_mm9_101196,chr10,116018397,170,1,NM_001037848,Cnot2,116018567,115946847,-,-71550,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,173,CpG_Start,CpG: 120,chr10,116018224,116019225,68.3,1.04,0.18,0,0,0,0,0,0.03,0,0.05,0,0.04,0.03,0,0.02,-0.01,0.756763154,0.121040022,0
SmaI_mm9_101197,chr10,116018754,-187,1,NM_001037848,Cnot2,116018567,115946847,-,-71907,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,-471,CpG_End,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0,0.07,0.06,0,0,0.021666667,0,0.05,0,0.07,0.03,0,0.025,0.003333333,0.860380335,0.065309524,0
SmaI_mm9_101198,chr10,116019048,-481,1,NM_001037848,Cnot2,116018567,115946847,-,-72201,NM_001037848,Cnot2,116018567,115946847,-,Y,N,N,N,-177,CpG_End,CpG: 120,chr10,116018224,116019225,68.3,1.04,0,0,0,0,0,0,0,0.06,0,0.05,0,0,0,0.018333333,0.018333333,0.147157374,0.83221797,0
SmaI_mm9_10121,chr1,180457924,-1332,0,NM_001161665,Kif26b,180459256,180862987,+,44544,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,505,CpG_Start,CpG: 270,chr1,180457419,180461026,62.6,0.76,0.24,0,0,0.24,0,0.19,0.111666667,0,0,0.05,0,0,0.19,0.04,-0.071666667,0.254615305,0.594115494,0
SmaI_mm9_10122,chr1,180458182,-1074,0,NM_001161665,Kif26b,180459256,180862987,+,44802,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,763,CpG_Start,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.53,0,0.25,0,0,0.13,0,0.05,0.05,0,0,0,0.016666667,-0.113333333,0.238622347,0.622288888,0
SmaI_mm9_101222,chr10,116387544,-108,1,NM_001003950,Rab3ip,116387436,116342840,-,-18617,NR_027846,D630029K05Rik,116403330,116406161,+,Y,GC_rich,Low_complexity,Low_complexity,-111,CpG_End,CpG: 112,chr10,116386795,116387655,67.6,1.14,0.21,0,0,0,0,0.27,0.08,0,0,0.12,0,0.1,0,0.036666667,-0.043333333,0.458919647,0.338263349,0
SmaI_mm9_101223,chr10,116387845,-409,1,NM_001003950,Rab3ip,116387436,116342840,-,-18316,NR_027846,D630029K05Rik,116403330,116406161,+,N,G-rich,Low_complexity,Low_complexity,190,CpG_End,CpG: 112,chr10,116386795,116387655,67.6,1.14,0,0,0,0,0,0.28,0.046666667,0,0,0,0.11,0,0.15,0.043333333,-0.003333334,0.952317331,0.021218312,1
SmaI_mm9_10125,chr1,180460669,1413,0,NM_001161665,Kif26b,180459256,180862987,+,47289,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,-357,CpG_End,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.21,0,0.24,0,0,0.075,0,0.04,0,0.04,0.06,0,0.023333333,-0.051666667,0.314749384,0.502035111,0
SmaI_mm9_10126,chr1,180460915,1659,0,NM_001161665,Kif26b,180459256,180862987,+,47535,NM_026626,Efcab2,180336012,180413380,+,Y,N,N,N,-111,CpG_End,CpG: 270,chr1,180457419,180461026,62.6,0.76,0,0.2,0,0.23,0,0,0.071666667,0.11,0,0.03,0.04,0.08,0.08,0.056666667,-0.015,0.76288793,0.117539256,0
SmaI_mm9_101270,chr10,116827650,-13621,0,NM_001013391,Cpsf6,116814029,116781724,-,-45926,NM_001013391,Cpsf6,116814029,116781724,-,N,N,N,N,13418,CpG_End,CpG: 156,chr10,116812877,116814232,65.6,1.07,15.35,15.97,17.58,27.84,18.37,15.46,18.42833333,18.15,14.95,23.75,14.8,15.09,17.35,17.34833333,-1.08,0.662129349,0.179057161,0
SmaI_mm9_101271,chr10,116827878,-13849,0,NM_001013391,Cpsf6,116814029,116781724,-,-46154,NM_001013391,Cpsf6,116814029,116781724,-,N,B1_Mus1,SINE,Alu,13646,CpG_End,CpG: 156,chr10,116812877,116814232,65.6,1.07,20.4,23.05,28.27,33,28.77,22.06,25.925,19.54,16.9,27.33,15.51,17.72,18.3,19.21666667,-6.70833333,0.028220268,1.549438869,0
SmaI_mm9_101290,chr10,117066314,-242,1,NM_027468,Cpm,117066556,117124408,+,-58094,NM_027468,Cpm,117066556,117124408,+,Y,N,N,N,41,CpG_Start,CpG: 76,chr10,117066273,117067046,68.1,0.85,0,0.66,NA,0,NA,0,0.165,0.19,0.04,0.05,0.14,0.06,0,0.08,-0.085,0.547486745,0.261626391,0
SmaI_mm9_101291,chr10,117066503,-53,1,NM_027468,Cpm,117066556,117124408,+,-57905,NM_027468,Cpm,117066556,117124408,+,Y,N,N,N,230,CpG_Start,CpG: 76,chr10,117066273,117067046,68.1,0.85,0,0.68,NA,0,NA,0.78,0.365,0.19,0.13,0.05,0.07,0.42,0.13,0.165,-0.2,0.301019825,0.521404901,0
SmaI_mm9_101312,chr10,117282474,556,0,NM_024457,Rap1b,117283030,117251653,-,-30821,NM_024457,Rap1b,117283030,117251653,-,N,N,N,N,-385,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,0,0.2,0.033333333,0,0,0,0,0,0,0,-0.033333333,0.340893132,0.467381748,1
SmaI_mm9_101313,chr10,117282760,270,1,NM_024457,Rap1b,117283030,117251653,-,-31107,NM_024457,Rap1b,117283030,117251653,-,N,GC_rich,Low_complexity,Low_complexity,-99,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,0,0.11,0.018333333,0.07,0.08,0.06,0,0.05,0,0.043333333,0.025,0.307510019,0.512140729,1
SmaI_mm9_101314,chr10,117283130,-100,1,NM_024457,Rap1b,117283030,117251653,-,-31477,NM_024457,Rap1b,117283030,117251653,-,Y,(CGGGG)n,Simple_repeat,Simple_repeat,271,CpG_Start,CpG: 71,chr10,117282859,117283447,59.1,1.41,0,0,0,0,0.43,0,0.071666667,0,0,0,0,0,0,0,-0.071666667,0.340893132,0.467381748,0
SmaI_mm9_101378,chr10,118305488,471,1,NM_001014390,Dyrk2,118305959,118296405,-,-9083,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,449,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0,0,0,0.07,0,0,0,0.05,0,0.02,0.02,0.152377551,0.817079011,0
SmaI_mm9_101379,chr10,118305718,241,1,NM_001014390,Dyrk2,118305959,118296405,-,-9313,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,679,CpG_Start,CpG: 155,chr10,118305039,118306542,62.7,1.05,0,0,0,0,0,0,0,0.03,0.03,0,0.08,0,0,0.023333333,0.023333333,0.098847369,1.005034886,0
SmaI_mm9_101381,chr10,118306200,-241,1,NM_001014390,Dyrk2,118305959,118296405,-,-9795,NM_001014390,Dyrk2,118305959,118296405,-,Y,N,N,N,-342,CpG_End,CpG: 155,chr10,118305039,118306542,62.7,1.05,0.28,0,0,0,0,0,0.046666667,0,0,0,0,0.16,0,0.026666667,-0.02,0.717579414,0.144130029,0
SmaI_mm9_101421,chr10,118676631,480,1,NM_027994,Cand1,118677111,118635868,-,-40763,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,376,CpG_Start,CpG: 135,chr10,118676255,118677449,71.2,0.9,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0.06,0.06,0.340893132,0.467381748,0
SmaI_mm9_101422,chr10,118676946,165,1,NM_027994,Cand1,118677111,118635868,-,-41078,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,-503,CpG_End,CpG: 135,chr10,118676255,118677449,71.2,0.9,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.036666667,0.036666667,0.340893132,0.467381748,0
SmaI_mm9_101438,chr10,118890865,-505,1,NM_133442,Grip1,118891370,119512649,+,-254997,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,398,CpG_Start,CpG: 145,chr10,118890467,118891808,69.8,0.89,0,0.51,0,0.88,0,0.45,0.306666667,0.16,0,0.13,0.08,0.07,0.09,0.088333333,-0.218333334,0.179897807,0.74497413,0
SmaI_mm9_101439,chr10,118891202,-168,1,NM_133442,Grip1,118891370,119512649,+,-255334,NM_027994,Cand1,118677111,118635868,-,Y,N,N,N,-606,CpG_End,CpG: 145,chr10,118890467,118891808,69.8,0.89,0.24,0.51,0.34,0.3,0,0.71,0.35,0.23,0,0,0,0.3,0,0.088333333,-0.261666667,0.044296207,1.35363346,0
SmaI_mm9_101485,chr10,119550002,19,1,NM_080446,Helb,119550021,119520664,-,28708,NM_028679,Irak3,119638593,119578710,-,Y,N,N,N,337,CpG_Start,CpG: 53,chr10,119549665,119550387,58.8,0.85,0,0,0,0,0,0,0,0,0.05,0,0,0,0.11,0.026666667,0.026666667,0.181303537,0.741593724,0
SmaI_mm9_101486,chr10,119550238,-217,1,NM_080446,Helb,119550021,119520664,-,28472,NM_028679,Irak3,119638593,119578710,-,Y,N,N,N,-149,CpG_End,CpG: 53,chr10,119549665,119550387,58.8,0.85,0.4,0.28,0.39,0.4,0,0,0.245,0,0,0,0.1,0,0,0.016666667,-0.228333333,0.018610019,1.730253187,0
SmaI_mm9_101489,chr10,119638330,263,1,NM_028679,Irak3,119638593,119578710,-,-23623,NM_026617,Tmbim4,119645882,119661953,+,N,N,N,N,-17,CpG_Start,CpG: 65,chr10,119638347,119639024,64.6,0.92,0,0,0,1.14,0,0,0.19,0.09,0.09,0.08,0.06,0.1,0,0.07,-0.12,0.543068844,0.265145112,1
SmaI_mm9_101490,chr10,119638527,66,1,NM_028679,Irak3,119638593,119578710,-,-23426,NM_026617,Tmbim4,119645882,119661953,+,Y,N,N,N,180,CpG_Start,CpG: 65,chr10,119638347,119639024,64.6,0.92,0.54,0,0,0,0,0,0.09,0.29,0.19,0.34,0.29,0.1,0.06,0.211666667,0.121666667,0.257284427,0.589586501,0
SmaI_mm9_101506,chr10,119865573,19593,0,NR_030434,Mir763,119885166,119885047,-,19474,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,13619,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,NA,15.93,23.28,23.03,NA,21.46,20.925,19.14,26.45,21.75,19.26,20.64,22.51,21.625,0.7,0.727159376,0.138370391,0
SmaI_mm9_101507,chr10,119865754,19412,0,NR_030434,Mir763,119885166,119885047,-,19293,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,13800,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,22.64,12.88,23.58,22.59,22.13,20.23,20.675,18.48,23.97,22.15,18.97,19.28,21.74,20.765,0.09,0.962186449,0.016740764,0
SmaI_mm9_101508,chr10,119869820,15346,0,NR_030434,Mir763,119885166,119885047,-,15227,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,17866,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,34.12,17.97,33.37,32.34,22.07,19.99,26.64333333,27.78,21.75,36.23,26.03,37.29,48.42,32.91666667,6.27333334,0.236076702,0.62694687,0
SmaI_mm9_101509,chr10,119870174,14992,0,NR_030434,Mir763,119885166,119885047,-,14873,NR_030434,Mir763,119885166,119885047,-,N,N,N,N,18220,CpG_End,CpG: 20,chr10,119851708,119851954,55.9,1.05,34.89,16.71,30.33,29.21,15.5,19.78,24.40333333,20.48,22.21,24.52,17.19,33.52,47,27.48666667,3.08333334,0.593253045,0.226760024,0
SmaI_mm9_101545,chr10,120251657,84370,0,NM_177092,Msrb3,120336027,120218157,-,-33500,NM_177092,Msrb3,120336027,120218157,-,N,N,N,N,-83767,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,90.67,89.49,89.8,90.69,91.51,89.92,90.34666667,88.07,78.99,83.83,90.3,84.48,86.88,85.425,-4.92166667,0.013247569,1.877863819,0
SmaI_mm9_101546,chr10,120252018,84009,0,NM_177092,Msrb3,120336027,120218157,-,-33861,NM_177092,Msrb3,120336027,120218157,-,N,N,N,N,-83406,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,88.27,82.62,85.32,87.96,91.32,88.13,87.27,82.61,78.1,76.31,91.79,81.44,85.02,82.545,-4.725,0.093900516,1.027332019,0
SmaI_mm9_101555,chr10,120335799,228,1,NM_177092,Msrb3,120336027,120218157,-,24668,NM_001081193,Lemd3,120416386,120360467,-,Y,N,N,N,375,CpG_Start,CpG: 100,chr10,120335424,120336246,71.9,0.94,0,0,0.3,0.22,0,0,0.086666667,0.32,0,0,0,0.2,0,0.086666667,0,1,0,0
SmaI_mm9_101556,chr10,120336153,-126,1,NM_177092,Msrb3,120336027,120218157,-,24314,NM_001081193,Lemd3,120416386,120360467,-,Y,N,N,N,-93,CpG_End,CpG: 100,chr10,120335424,120336246,71.9,0.94,0.24,0.21,0,0.23,0,0.21,0.148333333,0.32,0,0,0,0.41,0.48,0.201666667,0.053333334,0.618725738,0.208501818,0
SmaI_mm9_101605,chr10,120912806,500,0,NM_138956,Rassf3,120913306,120847407,-,-65399,NM_138956,Rassf3,120913306,120847407,-,Y,N,N,N,246,CpG_Start,CpG: 113,chr10,120912560,120913850,66.6,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SmaI_mm9_101606,chr10,120913201,105,1,NM_138956,Rassf3,120913306,120847407,-,-65794,NM_138956,Rassf3,120913306,120847407,-,Y,GC_rich,Low_complexity,Low_complexity,641,CpG_Start,CpG: 113,chr10,120912560,120913850,66.6,0.81,0,0,0.29,0,0,0,0.048333333,0,0,0,0,0,0,0,-0.048333333,0.340893132,0.467381748,0
SmaI_mm9_101634,chr10,121063555,-183,1,NM_001081056,Xpot,121063372,121024436,-,-39119,NM_001081056,Xpot,121063372,121024436,-,Y,N,N,N,-208,CpG_End,CpG: 94,chr10,121062972,121063763,70.3,0.96,0,0,0,0,NA,0,0,0.05,0.16,0.16,0.14,0.11,0.07,0.115,0.115,0.000408459,3.388852038,0
SmaI_mm9_101730,chr10,122171831,56013,0,NM_176919,Ppm1h,122115818,122359030,+,-187199,NM_176919,Ppm1h,122115818,122359030,+,N,N,N,N,55297,CpG_End,CpG: 99,chr10,122115686,122116534,73.6,0.86,96.68,96.05,99.38,97.63,99.24,97.76,97.79,98.33,96.6,97.11,96.87,98.68,99.59,97.86333333,0.07333333,0.921836018,0.035346327,0
SmaI_mm9_101731,chr10,122172049,56231,0,NM_176919,Ppm1h,122115818,122359030,+,-186981,NM_176919,Ppm1h,122115818,122359030,+,N,N,N,N,55515,CpG_End,CpG: 99,chr10,122115686,122116534,73.6,0.86,94.64,97.08,98.75,96.55,97.62,93.56,96.36666667,97.24,97.68,97.1,97,97.63,98.35,97.5,1.13333333,0.194260392,0.711615738,0
SmaI_mm9_101760,chr10,122398457,24323,0,NR_029527,Mirlet7i,122422780,122422696,-,15608,NM_001110218,Ppm1h,122115818,122382849,+,N,N,N,N,-23824,CpG_Start,CpG: 141,chr10,122422281,122423664,55.7,1.33,86.21,85.74,86.46,87.96,90.34,83.49,86.7,80.01,86.34,87.11,87.68,89.72,89.05,86.65166667,-0.04833333,0.977916139,0.009698387,0
SmaI_mm9_101761,chr10,122398753,24027,0,NR_029527,Mirlet7i,122422780,122422696,-,15904,NM_001110218,Ppm1h,122115818,122382849,+,N,N,N,N,-23528,CpG_Start,CpG: 141,chr10,122422281,122423664,55.7,1.33,80.75,79.59,83.93,81.55,85.96,80.83,82.10166667,73.4,75.85,74.76,75.3,84.35,85.67,78.22166667,-3.88,0.134899112,0.869990909,0
SmaI_mm9_101785,chr10,122701999,867,0,NM_182807,Fam19a2,122701132,123178035,+,-151699,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,502,CpG_Start,CpG: 133,chr10,122701497,122702845,66.3,0.9,0.7,0.33,0.27,0.74,0.6,0.61,0.541666667,0.65,0.19,0.76,0.44,0.44,0.29,0.461666667,-0.08,0.51418043,0.288884457,0
SmaI_mm9_101786,chr10,122702311,1179,0,NM_182807,Fam19a2,122701132,123178035,+,-152011,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,-534,CpG_End,CpG: 133,chr10,122701497,122702845,66.3,0.9,0.94,0.87,0.87,1.81,1.2,1.02,1.118333333,0.89,0.56,1.17,0.75,1.21,0.41,0.831666667,-0.286666666,0.177113389,0.751748606,0
SmaI_mm9_101787,chr10,122702581,1449,0,NM_182807,Fam19a2,122701132,123178035,+,-152281,NM_027604,Usp15,122633979,122550300,-,Y,N,N,N,-264,CpG_End,CpG: 133,chr10,122701497,122702845,66.3,0.9,0.83,0.38,0,1.39,0,1.08,0.613333333,2.22,1.34,1.39,1.18,1.53,1.4,1.51,0.896666667,0.009361205,2.028668254,0
SmaI_mm9_101903,chr10,125403637,362,1,NM_177152,Lrig3,125403275,125452415,+,-48778,NM_177152,Lrig3,125403275,125452415,+,Y,N,N,N,-340,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,0,0.57,0,0.59,0.42,0.26,0.306666667,0.91,0.35,0.34,0.39,0.27,0.19,0.408333333,0.101666666,0.514691447,0.288453049,0
SmaI_mm9_101904,chr10,125403848,573,0,NM_177152,Lrig3,125403275,125452415,+,-48567,NM_177152,Lrig3,125403275,125452415,+,Y,N,N,N,-129,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,0.32,0.32,0.21,0.33,0,0,0.196666667,0.99,0.13,0.09,0.45,0.16,0.16,0.33,0.133333333,0.413050024,0.383997349,0
SmaI_mm9_101905,chr10,125404199,924,0,NM_177152,Lrig3,125403275,125452415,+,-48216,NM_177152,Lrig3,125403275,125452415,+,N,N,N,N,222,CpG_End,CpG: 97,chr10,125403142,125403977,69.5,0.96,0,0.44,0.9,0.24,0,0.21,0.298333333,0.25,0.27,0,0.92,0.26,0,0.283333333,-0.015,0.940156653,0.026799776,1
SmaI_mm9_10196,chr1,181510130,33470,0,NM_146105,Cnst,181476660,181557604,+,-47474,NM_146105,Cnst,181476660,181557604,+,N,N,N,N,33114,CpG_End,CpG: 107,chr1,181476048,181477016,66.4,1.01,46.07,62.56,50.5,69.56,67.07,66.32,60.34666667,37.24,39.32,36.22,45.8,31.56,31.62,36.96,-23.38666667,0.000418069,3.3787519,0
SmaI_mm9_101964,chr10,126300493,37934,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,4993,NM_026858,Xrcc6bp1,126338427,126305486,-,N,N,N,N,-37515,CpG_Start,CpG: 54,chr10,126338008,126338510,74,0.79,98.81,97.82,97.18,96.07,98.65,97.09,97.60333333,94.6,90.14,91.31,93.7,92,93.76,92.585,-5.01833333,0.000109358,3.961149952,0
SmaI_mm9_101965,chr10,126300769,37658,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,4717,NM_026858,Xrcc6bp1,126338427,126305486,-,N,B2_Mm2,SINE,B2,-37239,CpG_Start,CpG: 54,chr10,126338008,126338510,74,0.79,33.04,36.34,44.26,53.21,44.3,38.41,41.59333333,32.8,27.5,37.51,30.14,33.08,52.29,35.55333333,-6.04,0.224243258,0.649280606,0
SmaI_mm9_10197,chr1,181510480,33820,0,NM_146105,Cnst,181476660,181557604,+,-47124,NM_146105,Cnst,181476660,181557604,+,N,N,N,N,33464,CpG_End,CpG: 107,chr1,181476048,181477016,66.4,1.01,11.54,14.21,15.16,25.49,15.88,17.15,16.57166667,7.39,9.9,10.5,7.99,9.02,8.02,8.803333333,-7.768333337,0.003089593,2.510098678,0
SmaI_mm9_101973,chr10,126365515,-27088,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,-41210,NM_001159559,Xrcc6bp1,126338427,126324305,-,Y,N,N,N,122,CpG_Start,CpG: 29,chr10,126365393,126365692,72.7,0.73,0,0,0,0,0,0,0,0,0,0,0.15,0,0.05,0.033333333,0.033333333,0.207275511,0.683452006,0
SmaI_mm9_101974,chr10,126365769,-27342,0,NM_001159559,Xrcc6bp1,126338427,126324305,-,-41464,NM_001159559,Xrcc6bp1,126338427,126324305,-,N,N,N,N,77,CpG_End,CpG: 29,chr10,126365393,126365692,72.7,0.73,0.39,0,0,0.19,0.24,0,0.136666667,0.04,0.21,0.23,0.08,0.1,0,0.11,-0.026666667,0.735037298,0.133690623,1
SmaI_mm9_101979,chr10,126415597,-176,1,NM_001113470,Ctdsp2,126415773,126437031,+,-17072,NR_029803,Mir26a-2,126432586,126432669,+,Y,N,N,N,130,CpG_Start,CpG: 176,chr10,126415467,126417218,68.2,0.87,0,0,0,0,NA,0,0,0,0,0.08,0,0,0,0.013333333,0.013333333,0.389283142,0.409734403,0
SmaI_mm9_101980,chr10,126415830,57,1,NM_001113470,Ctdsp2,126415773,126437031,+,-16839,NR_029803,Mir26a-2,126432586,126432669,+,Y,N,N,N,363,CpG_Start,CpG: 176,chr10,126415467,126417218,68.2,0.87,0,0,0.25,0.17,0,0,0.07,0.05,0.17,0,0.15,0.1,0.05,0.086666667,0.016666667,0.758331536,0.120140883,0
SmaI_mm9_101997,chr10,126481630,2642,0,NM_010792,Mettl1,126478988,126482517,+,-887,NM_010792,Mettl1,126478988,126482517,+,N,N,N,N,2340,CpG_End,CpG: 93,chr10,126478021,126479290,63.7,0.72,97.87,98.72,97.24,97.8,99.22,96.99,97.97333333,96.82,98.72,99.18,98.31,97.25,99.14,98.23666667,0.26333334,0.633112043,0.198519425,0
SmaI_mm9_101998,chr10,126481963,2975,0,NM_010792,Mettl1,126478988,126482517,+,-554,NM_010792,Mettl1,126478988,126482517,+,N,N,N,N,2673,CpG_End,CpG: 93,chr10,126478021,126479290,63.7,0.72,90.25,93.6,95.19,94.63,96.39,89.31,93.22833333,93.25,93.49,91.64,95.33,94.79,98.31,94.46833333,1.24,0.423410017,0.373238872,0
SmaI_mm9_102012,chr10,126516443,480,1,NM_001033263,Agap2,126515963,126530225,+,-12097,NM_025982,Tspan31,126507317,126504346,-,N,N,N,N,-217,CpG_Start,CpG: 80,chr10,126516660,126517431,73.1,0.78,6.75,9.4,9.8,13.63,8.5,8.31,9.398333333,10.44,11.18,18.02,9.55,9.62,11.4,11.70166667,2.303333337,0.183414138,0.736567192,1
SmaI_mm9_102013,chr10,126516635,672,0,NM_001033263,Agap2,126515963,126530225,+,-12289,NM_025982,Tspan31,126507317,126504346,-,N,N,N,N,-25,CpG_Start,CpG: 80,chr10,126516660,126517431,73.1,0.78,3.33,6.62,6.19,13.4,NA,3.33,6.574,7.3,7.61,11.66,6.68,6,7.2,7.741666667,1.167666667,0.552301294,0.257823939,1
SmaI_mm9_102014,chr10,126516804,841,0,NM_001033263,Agap2,126515963,126530225,+,-12458,NM_025982,Tspan31,126507317,126504346,-,Y,N,N,N,144,CpG_Start,CpG: 80,chr10,126516660,126517431,73.1,0.78,12.24,16.5,16.27,24.82,19.54,14.55,17.32,12.26,11.76,16.38,11.01,11.52,11.2,12.355,-4.965,0.030602489,1.514243252,0
SmaI_mm9_102015,chr10,126517169,1206,0,NM_001033263,Agap2,126515963,126530225,+,-12823,NM_025982,Tspan31,126507317,126504346,-,Y,N,N,N,-262,CpG_End,CpG: 80,chr10,126516660,126517431,73.1,0.78,14.21,17.89,18.15,26.48,20.45,15.02,18.7,18.24,13.5,22.26,14.03,20.91,19.09,18.005,-0.695,0.771086836,0.112896711,0
SmaI_mm9_102023,chr10,126535590,19627,0,NM_001033263,Agap2,126515963,126530225,+,-4274,NM_001171026,Os9,126558216,126531316,-,N,N,N,N,6567,CpG_End,CpG: 88,chr10,126528017,126529023,66.9,0.78,93.69,86.89,90.94,88.57,93.59,91.69,90.895,90.14,94.24,90.32,88.81,92.79,98.17,92.41166667,1.51666667,0.417075293,0.379785537,0
SmaI_mm9_102024,chr10,126535876,19913,0,NM_001033263,Agap2,126515963,126530225,+,-4560,NM_001171026,Os9,126558216,126531316,-,N,N,N,N,6853,CpG_End,CpG: 88,chr10,126528017,126529023,66.9,0.78,98.63,97.71,98.11,99.34,98.04,98.57,98.4,99.35,96.99,97.8,97.77,98.69,98.86,98.24333333,-0.15666667,0.720882243,0.142135672,0
SmaI_mm9_102034,chr10,126610414,7287,0,NM_177615,Slc26a10,126617701,126609484,-,-930,NM_177615,Slc26a10,126617701,126609484,-,N,N,N,N,2147,CpG_End,CpG: 49,chr10,126607655,126608267,64.9,0.78,82.76,93.06,86.5,91.78,93.95,91.21,89.87666667,88.04,86.93,88.78,88.71,79.76,84.74,86.16,-3.71666667,0.13267486,0.877211363,0
SmaI_mm9_102035,chr10,126610694,7007,0,NM_177615,Slc26a10,126617701,126609484,-,-1210,NM_177615,Slc26a10,126617701,126609484,-,N,N,N,N,2427,CpG_End,CpG: 49,chr10,126607655,126608267,64.9,0.78,31.77,46.01,37.21,48.7,47.18,48.86,43.28833333,38.22,35.96,39.61,36.9,25.92,32.88,34.915,-8.37333333,0.039505685,1.403340402,0
